participant,word ,onset,ep_type,last_sound ,context 
5,swim ,sw ,none,d,passage 
5,dreaming ,dr ,none,p,passage 
5,twin ,tw ,none,r,passage 
5,bugle ,bj ,none,f,passage 
5,clean ,kl ,none,n,passage 
5,snips ,sn ,none,i,passage 
5,ground ,gr ,none,e,passage 
5,slips ,sl ,none,u,passage 
5,place ,pl ,none,u,passage 
5,tweaking ,tw ,none,n,passage 
5,sweeping ,sw ,none,z,passage 
5,sloth ,sl ,none,l,passage 
5,spreading ,sp,none,l,passage 
5,sniffs ,sn ,none,o,passage 
5,flock ,fl ,none,e,passage 
5,snatch ,sn ,none,n,passage 
5,small ,sm ,none,r,passage 
5,slow ,sl ,none,t,passage 
5,stop ,st ,none,t,passage 
5,smacked ,sm ,none,t,passage 
5,skeptical ,sk ,none,z,passage 
5,fly ,fl ,none,s,passage 
5,breeze ,br ,none,e,passage 
5,queen ,kw ,none,e,passage 
5,twitches ,tw ,none,n,passage 
5,throttle ,θr,none,z,passage 
5,brings ,br ,none,r,passage 
5,three ,θr,none,m,passage 
5,sleep ,sl ,none,d,passage 
5,scarlett ,sk ,none,k,passage 
5,creek ,kr ,none,r,passage 
5,plethora ,pl ,none,e,passage 
5,snow ,sn ,none,e,passage 
5,smelling ,sm ,none,z,passage 
5,brother ,br ,none,n,passage 
5,freaks ,fr ,none,i,passage 
5,start,st,none,d,passage 
5,trot ,tr ,na,na,context 
5,snaps ,sn ,na,na,context 
5,dwayne ,dw ,na,na,context 
5,cute ,kj ,na,na,context 
5,swats ,sw ,na,na,context 
5,gloves ,gl ,na,na,context 
5,smith ,sm ,na,na,context 
5,starts ,st ,na,na,context 
5,steps ,st ,na,na,context 
5,slugs ,sl ,na,na,context 
5,quacks ,kw ,na,na,context 
5,skip ,sk ,na,na,context 
5,flying ,fl ,na,na,context 
5,drink ,dr ,na,na,context 
5,grabs ,gr ,na,na,context 
5,smog ,sm ,na,na,context 
5,beautiful ,bj ,na,na,context 
5,dwarf ,dw ,na,na,context 
5,quickly ,kw ,na,na,context 
5,snoops ,sn ,na,na,context 
5,bring ,br ,na,na,context 
5,start ,st ,na,na,context 
5,flickering ,fl ,na,na,context 
5,spark ,sp ,na,na,context 
5,small ,sm ,na,na,context 
5,scoop ,sk ,na,na,context 
5,skin ,sk ,na,na,context 
5,snag ,sn ,na,na,context 
5,thread ,θr ,na,na,context 
5,sweeps ,sw ,na,na,context 
5,please ,pl ,na,na,context 
5,floor ,fl ,na,na,context 
5,thrashing ,θr,na,na,context 
5,speed ,sp ,na,na,context 
5,smiles ,sm ,na,na,context 
5,swoon ,sw ,na,na,context 
5,slouched ,sl ,na,na,context 
5,swim ,sw ,na,na,context 
5,dreaming ,dr ,na,na,context 
5,twin ,tw ,na,na,context 
5,bugle ,bj ,na,na,context 
5,clean ,kl ,na,na,context 
5,snips ,sn ,na,na,context 
5,ground ,gr ,na,na,context 
5,slips ,sl ,na,na,context 
5,place ,pl ,na,na,context 
5,tweaking ,tw ,na,na,context 
5,sweeping ,sw ,na,na,context 
5,sloth ,sl ,na,na,context 
5,spreading ,sp,na,na,context 
5,sniffs ,sn ,na,na,context 
5,flock ,fl ,na,na,context 
5,snatch ,sn ,na,na,context 
5,small ,sm ,na,na,context 
5,slow ,sl ,na,na,context 
5,stop ,st ,na,na,context 
5,smacked ,sm ,na,na,context 
5,skeptical ,sk ,na,na,context 
5,fly ,fl ,na,na,context 
5,breeze ,br ,na,na,context 
5,queen ,kw ,na,na,context 
5,twitches ,tw ,na,na,context 
5,throttle ,θr,na,na,context 
5,brings ,br ,na,na,context 
5,three ,θr,na,na,context 
5,sleep ,sl ,na,na,context 
5,scarlett ,sk ,na,na,context 
5,creek ,kr ,na,na,context 
5,plethora ,pl ,na,na,context 
5,snow ,sn ,na,na,context 
5,smelling ,sm ,na,na,context 
5,brother ,br ,na,na,context 
5,freaks ,fr ,na,na,context 
5,start,st,na,na,context 
6,trot ,tr ,none,z,passage 
6,snaps ,sn ,none,n,passage 
6,dwayne ,dw ,na,na,passage 
6,cute ,kj ,none,e,passage 
6,swats ,sw ,none,d,passage 
6,gloves ,gl ,none,l,passage 
6,smith ,sm ,na,na,passage 
6,starts ,st ,prothesis ,s,passage 
6,steps ,st ,prothesis ,n,passage 
6,slugs ,sl ,none,i,passage 
6,quacks ,kw ,na,d,passage 
6,skip ,sk ,none,n,passage 
6,flying ,fl ,none,s,passage 
6,drink ,dr ,none,i,passage 
6,grabs ,gr ,anaptyxis ,d,passage 
6,smog ,sm ,none,k,passage 
6,beautiful ,bj ,none,r,passage 
6,dwarf ,dw ,none,e,passage 
6,quickly ,kw ,none,r,passage 
6,snoops ,sn ,none,d,passage 
6,bring ,br ,none,r,passage 
6,start ,st ,prothesis ,d,passage 
6,flickering ,fl ,none,t,passage 
6,spark ,sp ,none,g,passage 
6,small ,sm ,none,s,passage 
6,scoop ,sk ,none,n,passage 
6,skin ,sk ,prothesis ,z,passage 
6,snag ,sn ,none,d,passage 
6,thread ,θr ,none,r,passage 
6,sweeps ,sw ,none,d,passage 
6,please ,pl ,anaptyxis ,na,passage 
6,floor ,fl ,none,i,passage 
6,thrashing ,θr,none,z,passage 
6,speed ,sp ,prothesis ,l,passage 
6,smiles ,sm ,none,p,passage 
6,swoon ,sw ,none,n,passage 
6,slouched ,sl ,prothesis ,z,passage 
6,swim ,sw ,prothesis ,d,passage 
6,dreaming ,dr ,none,p,passage 
6,twin ,tw ,none,r,passage 
6,bugle ,bj ,na,f,passage 
6,clean ,kl ,none,n,passage 
6,snips ,sn ,none,i,passage 
6,ground ,gr ,none,e,passage 
6,slips ,sl ,na,u,passage 
6,place ,pl ,anaptyxis ,u,passage 
6,tweaking ,tw ,none,n,passage 
6,sweeping ,sw ,na,z,passage 
6,sloth ,sl ,none,l,passage 
6,spreading ,sp,prothesis ,l,passage 
6,sniffs ,sn ,none,o,passage 
6,flock ,fl ,none,e,passage 
6,snatch ,sn ,none,n,passage 
6,small ,sm ,prothesis ,r,passage 
6,slow ,sl ,none,t,passage 
6,stop ,st ,none,t,passage 
6,smacked ,sm ,none,t,passage 
6,skeptical ,sk ,none,z,passage 
6,fly ,fl ,none,s,passage 
6,breeze ,br ,none,e,passage 
6,queen ,kw ,none,e,passage 
6,twitches ,tw ,none,n,passage 
6,throttle ,θr,na,z,passage 
6,brings ,br ,none,r,passage 
6,three ,θr,none,m,passage 
6,sleep ,sl ,none,d,passage 
6,scarlett ,sk ,prothesis ,k,passage 
6,creek ,kr ,none,r,passage 
6,plethora ,pl ,none,e,passage 
6,snow ,sn ,none,e,passage 
6,smelling ,sm ,none,z,passage 
6,brother ,br ,none,n,passage 
6,freaks ,fr ,none,i,passage 
6,start,st,prothesis,d,passage 
6,trot ,tr ,na,na,context 
6,snaps ,sn ,na,na,context 
6,dwayne ,dw ,na,na,context 
6,cute ,kj ,na,na,context 
6,swats ,sw ,na,na,context 
6,gloves ,gl ,na,na,context 
6,smith ,sm ,na,na,context 
6,starts ,st ,na,na,context 
6,steps ,st ,na,na,context 
6,slugs ,sl ,na,na,context 
6,quacks ,kw ,na,na,context 
6,skip ,sk ,na,na,context 
6,flying ,fl ,na,na,context 
6,drink ,dr ,na,na,context 
6,grabs ,gr ,na,na,context 
6,smog ,sm ,na,na,context 
6,beautiful ,bj ,na,na,context 
6,dwarf ,dw ,na,na,context 
6,quickly ,kw ,na,na,context 
6,snoops ,sn ,na,na,context 
6,bring ,br ,na,na,context 
6,start ,st ,na,na,context 
6,flickering ,fl ,na,na,context 
6,spark ,sp ,na,na,context 
6,small ,sm ,na,na,context 
6,scoop ,sk ,na,na,context 
6,skin ,sk ,na,na,context 
6,snag ,sn ,na,na,context 
6,thread ,θr ,na,na,context 
6,sweeps ,sw ,na,na,context 
6,please ,pl ,na,na,context 
6,floor ,fl ,na,na,context 
6,thrashing ,θr,na,na,context 
6,speed ,sp ,na,na,context 
6,smiles ,sm ,na,na,context 
6,swoon ,sw ,na,na,context 
6,slouched ,sl ,na,na,context 
6,swim ,sw ,na,na,context 
6,dreaming ,dr ,na,na,context 
6,twin ,tw ,na,na,context 
6,bugle ,bj ,na,na,context 
6,clean ,kl ,na,na,context 
6,snips ,sn ,na,na,context 
6,ground ,gr ,na,na,context 
6,slips ,sl ,na,na,context 
6,place ,pl ,na,na,context 
6,tweaking ,tw ,na,na,context 
6,sweeping ,sw ,na,na,context 
6,sloth ,sl ,na,na,context 
6,spreading ,sp,na,na,context 
6,sniffs ,sn ,na,na,context 
6,flock ,fl ,na,na,context 
6,snatch ,sn ,na,na,context 
6,small ,sm ,na,na,context 
6,slow ,sl ,na,na,context 
6,stop ,st ,na,na,context 
6,smacked ,sm ,na,na,context 
6,skeptical ,sk ,na,na,context 
6,fly ,fl ,na,na,context 
6,breeze ,br ,na,na,context 
6,queen ,kw ,na,na,context 
6,twitches ,tw ,na,na,context 
6,throttle ,θr,na,na,context 
6,brings ,br ,na,na,context 
6,three ,θr,na,na,context 
6,sleep ,sl ,na,na,context 
6,scarlett ,sk ,na,na,context 
6,creek ,kr ,na,na,context 
6,plethora ,pl ,na,na,context 
6,snow ,sn ,na,na,context 
6,smelling ,sm ,na,na,context 
6,brother ,br ,na,na,context 
6,freaks ,fr ,na,na,context 
6,start,st,na,na,context 
7,trot ,tr ,anaptyxis ,z,passage 
7,snaps ,sn ,prothesis ,n,passage 
7,dwayne ,dw ,na,na,passage 
7,cute ,kj ,none,e,passage 
7,swats ,sw ,none,d,passage 
7,gloves ,gl ,anaptyxis ,l,passage 
7,smith ,sm ,prothesis ,na,passage 
7,starts ,st ,prothesis ,s,passage 
7,steps ,st ,prothesis ,n,passage 
7,slugs ,sl ,prothesis ,i,passage 
7,quacks ,kw ,none,d,passage 
7,skip ,sk ,prothesis,n,passage 
7,flying ,fl ,anaptyxis ,s,passage 
7,drink ,dr ,anaptyxis ,i,passage 
7,grabs ,gr ,anaptyxis ,d,passage 
7,smog ,sm ,none,k,passage 
7,beautiful ,bj ,none,r,passage 
7,dwarf ,dw ,none,e,passage 
7,quickly ,kw ,anaptyxis ,r,passage 
7,snoops ,sn ,prothesis,d,passage 
7,bring ,br ,anaptyxis ,r,passage 
7,start ,st ,prothesis ,d,passage 
7,flickering ,fl ,anaptyxis ,t,passage 
7,spark ,sp ,prothesis ,g,passage 
7,small ,sm ,prothesis ,s,passage 
7,scoop ,sk ,prothesis ,n,passage 
7,skin ,sk ,prothesis ,z,passage 
7,snag ,sn ,prothesis ,d,passage 
7,thread ,θr ,anaptyxis ,r,passage 
7,sweeps ,sw ,none,d,passage 
7,please ,pl ,anaptyxis ,na,passage 
7,floor ,fl ,anaptyxis ,i,passage 
7,thrashing ,θr,anaptyxis ,z,passage 
7,speed ,sp ,prothesis ,l,passage 
7,smiles ,sm ,prothesis ,p,passage 
7,swoon ,sw ,anaptyxis ,n,passage 
7,slouched ,sl ,none,z,passage 
7,swim ,sw ,none,d,passage 
7,dreaming ,dr ,anaptyxis ,p,passage 
7,twin ,tw ,anaptyxis ,r,passage 
7,bugle ,bj ,na,f,passage 
7,clean ,kl ,anaptyxis ,n,passage 
7,snips ,sn ,none,i,passage 
7,ground ,gr ,anaptyxis ,e,passage 
7,slips ,sl ,prothesis ,u,passage 
7,place ,pl ,anaptyxis,u,passage 
7,tweaking ,tw ,anaptyxis ,n,passage 
7,sweeping ,sw ,anaptyxis ,z,passage 
7,sloth ,sl ,prothesis ,l,passage 
7,spreading ,sp,prothesis ,l,passage 
7,sniffs ,sn ,prothesis ,o,passage 
7,flock ,fl ,none,e,passage 
7,snatch ,sn ,prothesis,n,passage 
7,small ,sm ,prothesis,r,passage 
7,slow ,sl ,prothesis,t,passage 
7,stop ,st ,prothesis,t,passage 
7,smacked ,sm ,prothesis,t,passage 
7,skeptical ,sk ,prothesis,z,passage 
7,fly ,fl ,anaptyxis ,s,passage 
7,breeze ,br ,anaptyxis ,e,passage 
7,queen ,kw ,none,e,passage 
7,twitches ,tw ,anaptyxis ,n,passage 
7,throttle ,θr,none,z,passage 
7,brings ,br ,anaptyxis ,r,passage 
7,three ,θr,anaptyxis ,m,passage 
7,sleep ,sl ,prothesis ,d,passage 
7,scarlett ,sk ,prothesis,k,passage 
7,creek ,kr ,anaptyxis ,r,passage 
7,plethora ,pl ,anaptyxis,e,passage 
7,snow ,sn ,prothesis,e,passage 
7,smelling ,sm ,prothesis ,z,passage 
7,brother ,br ,anaptyxis ,n,passage 
7,freaks ,fr ,anaptyxis ,i,passage 
7,start,st,prothesis ,d,passage 
7,trot ,tr ,na,na,context 
7,snaps ,sn ,na,na,context 
7,dwayne ,dw ,na,na,context 
7,cute ,kj ,na,na,context 
7,swats ,sw ,na,na,context 
7,gloves ,gl ,na,na,context 
7,smith ,sm ,na,na,context 
7,starts ,st ,na,na,context 
7,steps ,st ,na,na,context 
7,slugs ,sl ,na,na,context 
7,quacks ,kw ,na,na,context 
7,skip ,sk ,na,na,context 
7,flying ,fl ,na,na,context 
7,drink ,dr ,na,na,context 
7,grabs ,gr ,na,na,context 
7,smog ,sm ,na,na,context 
7,beautiful ,bj ,na,na,context 
7,dwarf ,dw ,na,na,context 
7,quickly ,kw ,na,na,context 
7,snoops ,sn ,na,na,context 
7,bring ,br ,na,na,context 
7,start ,st ,na,na,context 
7,flickering ,fl ,na,na,context 
7,spark ,sp ,na,na,context 
7,small ,sm ,na,na,context 
7,scoop ,sk ,na,na,context 
7,skin ,sk ,na,na,context 
7,snag ,sn ,na,na,context 
7,thread ,θr ,na,na,context 
7,sweeps ,sw ,na,na,context 
7,please ,pl ,na,na,context 
7,floor ,fl ,na,na,context 
7,thrashing ,θr,na,na,context 
7,speed ,sp ,na,na,context 
7,smiles ,sm ,na,na,context 
7,swoon ,sw ,na,na,context 
7,slouched ,sl ,na,na,context 
7,swim ,sw ,na,na,context 
7,dreaming ,dr ,na,na,context 
7,twin ,tw ,na,na,context 
7,bugle ,bj ,na,na,context 
7,clean ,kl ,na,na,context 
7,snips ,sn ,na,na,context 
7,ground ,gr ,na,na,context 
7,slips ,sl ,na,na,context 
7,place ,pl ,na,na,context 
7,tweaking ,tw ,na,na,context 
7,sweeping ,sw ,na,na,context 
7,sloth ,sl ,na,na,context 
7,spreading ,sp,na,na,context 
7,sniffs ,sn ,na,na,context 
7,flock ,fl ,na,na,context 
7,snatch ,sn ,na,na,context 
7,small ,sm ,na,na,context 
7,slow ,sl ,na,na,context 
7,stop ,st ,na,na,context 
7,smacked ,sm ,na,na,context 
7,skeptical ,sk ,na,na,context 
7,fly ,fl ,na,na,context 
7,breeze ,br ,na,na,context 
7,queen ,kw ,na,na,context 
7,twitches ,tw ,na,na,context 
7,throttle ,θr,na,na,context 
7,brings ,br ,na,na,context 
7,three ,θr,na,na,context 
7,sleep ,sl ,na,na,context 
7,scarlett ,sk ,na,na,context 
7,creek ,kr ,na,na,context 
7,plethora ,pl ,na,na,context 
7,snow ,sn ,na,na,context 
7,smelling ,sm ,na,na,context 
7,brother ,br ,na,na,context 
7,freaks ,fr ,na,na,context 
7,start,st,na,na,context 
8,trot ,tr ,na,z,passage 
8,snaps ,sn ,na,n,passage 
8,dwayne ,dw ,na,na,passage 
8,cute ,kj ,na,e,passage 
8,swats ,sw ,na,d,passage 
8,gloves ,gl ,na,l,passage 
8,smith ,sm ,na,na,passage 
8,starts ,st ,na,s,passage 
8,steps ,st ,na,n,passage 
8,slugs ,sl ,na,i,passage 
8,quacks ,kw ,na,d,passage 
8,skip ,sk ,na,n,passage 
8,flying ,fl ,na,s,passage 
8,drink ,dr ,na,i,passage 
8,grabs ,gr ,na,d,passage 
8,smog ,sm ,na,k,passage 
8,beautiful ,bj ,na,r,passage 
8,dwarf ,dw ,na,e,passage 
8,quickly ,kw ,na,r,passage 
8,snoops ,sn ,na,d,passage 
8,bring ,br ,na,r,passage 
8,start ,st ,na,d,passage 
8,flickering ,fl ,na,t,passage 
8,spark ,sp ,na,g,passage 
8,small ,sm ,na,s,passage 
8,scoop ,sk ,na,n,passage 
8,skin ,sk ,na,z,passage 
8,snag ,sn ,na,d,passage 
8,thread ,θr ,na,r,passage 
8,sweeps ,sw ,na,d,passage 
8,please ,pl ,na,na,passage 
8,floor ,fl ,na,i,passage 
8,thrashing ,θr,na,z,passage 
8,speed ,sp ,na,l,passage 
8,smiles ,sm ,na,p,passage 
8,swoon ,sw ,na,n,passage 
8,slouched ,sl ,na,z,passage 
8,swim ,sw ,na,d,passage 
8,dreaming ,dr ,na,p,passage 
8,twin ,tw ,na,r,passage 
8,bugle ,bj ,na,f,passage 
8,clean ,kl ,na,n,passage 
8,snips ,sn ,na,i,passage 
8,ground ,gr ,na,e,passage 
8,slips ,sl ,na,u,passage 
8,place ,pl ,na,u,passage 
8,tweaking ,tw ,na,n,passage 
8,sweeping ,sw ,na,z,passage 
8,sloth ,sl ,na,l,passage 
8,spreading ,sp,na,l,passage 
8,sniffs ,sn ,na,o,passage 
8,flock ,fl ,na,e,passage 
8,snatch ,sn ,na,n,passage 
8,small ,sm ,na,r,passage 
8,slow ,sl ,na,t,passage 
8,stop ,st ,na,t,passage 
8,smacked ,sm ,na,t,passage 
8,skeptical ,sk ,na,z,passage 
8,fly ,fl ,na,s,passage 
8,breeze ,br ,na,e,passage 
8,queen ,kw ,na,e,passage 
8,twitches ,tw ,na,n,passage 
8,throttle ,θr,na,z,passage 
8,brings ,br ,na,r,passage 
8,three ,θr,na,m,passage 
8,sleep ,sl ,na,d,passage 
8,scarlett ,sk ,na,k,passage 
8,creek ,kr ,na,r,passage 
8,plethora ,pl ,na,e,passage 
8,snow ,sn ,na,e,passage 
8,smelling ,sm ,na,z,passage 
8,brother ,br ,na,n,passage 
8,freaks ,fr ,na,i,passage 
8,start,st,na,d,passage 
8,trot ,tr ,anaptyxis ,na,context 
8,snaps ,sn ,prothesis ,na,context 
8,dwayne ,dw ,na ,na,context 
8,cute ,kj ,none ,na,context 
8,swats ,sw ,none ,na,context 
8,gloves ,gl ,anaptyxis ,na,context 
8,smith ,sm ,prothesis ,na,context 
8,starts ,st ,prothesis ,na,context 
8,steps ,st ,prothesis ,na,context 
8,slugs ,sl ,prothesis ,na,context 
8,quacks ,kw ,anaptyxis ,na,context 
8,skip ,sk ,prothesis ,na,context 
8,flying ,fl ,anaptyxis ,na,context 
8,drink ,dr ,anaptyxis ,na,context 
8,grabs ,gr ,anaptyxis ,na,context 
8,smog ,sm ,prothesis ,na,context 
8,beautiful ,bj ,none ,na,context 
8,dwarf ,dw ,na ,na,context 
8,quickly ,kw ,none ,na,context 
8,snoops ,sn ,prothesis ,na,context 
8,bring ,br ,anaptyxis ,na,context 
8,start ,st ,prothesis ,na,context 
8,flickering ,fl ,anaptyxis ,na,context 
8,spark ,sp ,prothesis ,na,context 
8,small ,sm ,prothesis ,na,context 
8,scoop ,sk ,prothesis ,na,context 
8,skin ,sk ,prothesis ,na,context 
8,snag ,sn ,prothesis ,na,context 
8,thread ,θr ,anaptyxis ,na,context 
8,sweeps ,sw ,none ,na,context 
8,please ,pl ,anaptyxis ,na,context 
8,floor ,fl ,anaptyxis ,na,context 
8,thrashing ,θr,anaptyxis ,na,context 
8,speed ,sp ,prothesis ,na,context 
8,smiles ,sm ,prothesis ,na,context 
8,swoon ,sw ,none ,na,context 
8,slouched ,sl ,prothesis ,na,context 
8,swim ,sw ,none ,na,context 
8,dreaming ,dr ,anaptyxis ,na,context 
8,twin ,tw ,anaptyxis ,na,context 
8,bugle ,bj ,na ,na,context 
8,clean ,kl ,anaptyxis ,na,context 
8,snips ,sn ,prothesis ,na,context 
8,ground ,gr ,anaptyxis ,na,context 
8,slips ,sl ,prothesis ,na,context 
8,place ,pl ,anaptyxis ,na,context 
8,tweaking ,tw ,anaptyxis ,na,context 
8,sweeping ,sw ,none ,na,context 
8,sloth ,sl ,prothesis ,na,context 
8,spreading ,sp,prothesis ,na,context 
8,sniffs ,sn ,prothesis ,na,context 
8,flock ,fl ,anaptyxis ,na,context 
8,snatch ,sn ,prothesis ,na,context 
8,small ,sm ,prothesis ,na,context 
8,slow ,sl ,prothesis ,na,context 
8,stop ,st ,prothesis ,na,context 
8,smacked ,sm ,prothesis ,na,context 
8,skeptical ,sk ,prothesis ,na,context 
8,fly ,fl ,anaptyxis ,na,context 
8,breeze ,br ,anaptyxis ,na,context 
8,queen ,kw ,none ,na,context 
8,twitches ,tw ,none ,na,context 
8,throttle ,θr,anaptyxis ,na,context 
8,brings ,br ,anaptyxis ,na,context 
8,three ,θr,anaptyxis ,na,context 
8,sleep ,sl ,prothesis ,na,context 
8,scarlett ,sk ,prothesis ,na,context 
8,creek ,kr ,anaptyxis ,na,context 
8,plethora ,pl ,anaptyxis ,na,context 
8,snow ,sn ,prothesis ,na,context 
8,smelling ,sm ,prothesis ,na,context 
8,brother ,br ,anaptyxis ,na,context 
8,freaks ,fr ,anaptyxis ,na,context 
8,start,st,prothesis ,na,context
9,trot ,tr ,none,z,passage 
9,snaps ,sn ,prothesis,n,passage 
9,dwayne ,dw ,na ,na,passage 
9,cute ,kj ,none,e,passage 
9,swats ,sw ,none,d,passage 
9,gloves ,gl ,none,l,passage 
9,smith ,sm ,prothesis ,na,passage 
9,starts ,st ,prothesis ,s,passage 
9,steps ,st ,none,n,passage 
9,slugs ,sl ,none,i,passage 
9,quacks ,kw ,none,d,passage 
9,skip ,sk ,prothesis ,n,passage 
9,flying ,fl ,none,s,passage 
9,drink ,dr ,none,i,passage 
9,grabs ,gr ,none,d,passage 
9,smog ,sm ,none,k,passage 
9,beautiful ,bj ,none,r,passage 
9,dwarf ,dw ,none,e,passage 
9,quickly ,kw ,none,r,passage 
9,snoops ,sn ,prothesis,d,passage 
9,bring ,br ,none,r,passage 
9,start ,st ,prothesis,d,passage 
9,flickering ,fl ,none,t,passage 
9,spark ,sp ,prothesis,g,passage 
9,small ,sm ,prothesis ,s,passage 
9,scoop ,sk ,prothesis ,n,passage 
9,skin ,sk ,prothesis ,z,passage 
9,snag ,sn ,prothesis ,d,passage 
9,thread ,θr ,none,r,passage 
9,sweeps ,sw ,none,d,passage 
9,please ,pl ,none,na,passage 
9,floor ,fl ,none,i,passage 
9,thrashing ,θr,none,z,passage 
9,speed ,sp ,prothesis,l,passage 
9,smiles ,sm ,prothesis ,p,passage 
9,swoon ,sw ,none,n,passage 
9,slouched ,sl ,prothesis,z,passage 
9,swim ,sw ,none,d,passage 
9,dreaming ,dr ,none,p,passage 
9,twin ,tw ,none,r,passage 
9,bugle ,bj ,na,f,passage 
9,clean ,kl ,none,n,passage 
9,snips ,sn ,prothesis,i,passage 
9,ground ,gr ,none,e,passage 
9,slips ,sl ,none,u,passage 
9,place ,pl ,none,u,passage 
9,tweaking ,tw ,none,n,passage 
9,sweeping ,sw ,none,z,passage 
9,sloth ,sl ,prothesis ,l,passage 
9,spreading ,sp,prothesis,l,passage 
9,sniffs ,sn ,prothesis,o,passage 
9,flock ,fl ,none,e,passage 
9,snatch ,sn ,prothesis ,n,passage 
9,small ,sm ,prothesis,r,passage 
9,slow ,sl ,prothesis,t,passage 
9,stop ,st ,prothesis,t,passage 
9,smacked ,sm ,prothesis ,t,passage 
9,skeptical ,sk ,prothesis,z,passage 
9,fly ,fl ,none,s,passage 
9,breeze ,br ,none,e,passage 
9,queen ,kw ,none,e,passage 
9,twitches ,tw ,none,n,passage 
9,throttle ,θr,none,z,passage 
9,brings ,br ,none,r,passage 
9,three ,θr,none,m,passage 
9,sleep ,sl ,none,d,passage 
9,scarlett ,sk ,prothesis ,k,passage 
9,creek ,kr ,none,r,passage 
9,plethora ,pl ,none,e,passage 
9,snow ,sn ,none,e,passage 
