participant,word ,onset,ep_type,last_sound ,context 
13,swim ,sw ,none,na,context 
13,dreaming ,dr ,none,na,context 
13,twin ,tw ,none,na,context 
13,bugle ,bj ,none,na,context 
13,clean ,kl ,none,na,context 
13,snips ,sn ,none,na,context 
13,ground ,gr ,none,na,context 
13,slips ,sl ,none,na,context 
13,place ,pl ,none,na,context 
13,tweaking ,tw ,none,na,context 
13,sweeping ,sw ,none,na,context 
13,sloth ,sl ,none,na,context 
13,spreading ,sp,none,na,context 
13,sniffs ,sn ,none,na,context 
13,flock ,fl ,none,na,context 
13,snatch ,sn ,none,na,context 
13,small ,sm ,none,na,context 
13,slow ,sl ,none,na,context 
13,stop ,st ,none,na,context 
13,smacked ,sm ,none,na,context 
13,skeptical ,sk ,none,na,context 
13,fly ,fl ,none,na,context 
13,breeze ,br ,none,na,context 
13,queen ,kw ,none,na,context 
13,twitches ,tw ,none,na,context 
13,throttle ,θr,none,na,context 
13,brings ,br ,none,na,context 
13,three ,θr,none,na,context 
13,sleep ,sl ,none,na,context 
13,scarlett ,sk ,none,na,context 
13,creek ,kr ,none,na,context 
13,plethora ,pl ,none,na,context 
13,snow ,sn ,none,na,context 
13,smelling ,sm ,none,na,context 
13,brother ,br ,none,na,context 
13,freaks ,fr ,none,na,context 
13,start,st,none,na,context 
14,trot ,tr ,none,z,passage 
14,snaps ,sn ,none,n,passage 
14,dwayne ,dw ,none,na,passage 
14,cute ,kj ,none,e,passage 
14,swats ,sw ,none,d,passage 
14,gloves ,gl ,none,l,passage 
14,smith ,sm ,none,na,passage 
14,starts ,st ,none,s,passage 
14,steps ,st ,none,n,passage 
14,slugs ,sl ,none,i,passage 
14,quacks ,kw ,none,d,passage 
14,skip ,sk ,none,n,passage 
14,flying ,fl ,none,s,passage 
14,drink ,dr ,none,i,passage 
14,grabs ,gr ,none,d,passage 
14,smog ,sm ,none,k,passage 
14,beautiful ,bj ,none,r,passage 
14,dwarf ,dw ,none,e,passage 
14,quickly ,kw ,none,r,passage 
14,snoops ,sn ,none,d,passage 
14,bring ,br ,none,r,passage 
14,start ,st ,none,d,passage 
14,flickering ,fl ,none,t,passage 
14,spark ,sp ,none,g,passage 
14,small ,sm ,none,s,passage 
14,scoop ,sk ,none,n,passage 
14,skin ,sk ,none,z,passage 
14,snag ,sn ,none,d,passage 
14,thread ,θr ,none,r,passage 
14,sweeps ,sw ,none,d,passage 
14,please ,pl ,none,na,passage 
14,floor ,fl ,none,i,passage 
14,thrashing ,θr,none,z,passage 
14,speed ,sp ,none,l,passage 
14,smiles ,sm ,none,p,passage 
14,swoon ,sw ,none,n,passage 
14,slouched ,sl ,none,z,passage 
14,swim ,sw ,none,d,passage 
14,dreaming ,dr ,none,p,passage 
14,twin ,tw ,none,r,passage 
14,bugle ,bj ,na,f,passage 
14,clean ,kl ,none,n,passage 
14,snips ,sn ,none,i,passage 
14,ground ,gr ,none,e,passage 
14,slips ,sl ,none,u,passage 
14,place ,pl ,none,u,passage 
14,tweaking ,tw ,none,n,passage 
14,sweeping ,sw ,none,z,passage 
14,sloth ,sl ,none,l,passage 
14,spreading ,sp,none,l,passage 
14,sniffs ,sn ,none,o,passage 
14,flock ,fl ,none,e,passage 
14,snatch ,sn ,none,n,passage 
14,small ,sm ,none,r,passage 
14,slow ,sl ,none,t,passage 
14,stop ,st ,none,t,passage 
14,smacked ,sm ,none,t,passage 
14,skeptical ,sk ,prothesis ,z,passage 
14,fly ,fl ,none,s,passage 
14,breeze ,br ,none,e,passage 
14,queen ,kw ,none,e,passage 
14,twitches ,tw ,none,n,passage 
14,throttle ,θr,none,z,passage 
14,brings ,br ,none,r,passage 
14,three ,θr,none,m,passage 
14,sleep ,sl ,none,d,passage 
14,scarlett ,sk ,none,k,passage 
14,creek ,kr ,none,r,passage 
14,plethora ,pl ,none,e,passage 
14,snow ,sn ,none,e,passage 
14,smelling ,sm ,none,z,passage 
14,brother ,br ,none,n,passage 
14,freaks ,fr ,none,i,passage 
14,start,st,none,d,passage 
14,trot ,tr ,na,na,context 
14,snaps ,sn ,na,na,context 
14,dwayne ,dw ,na,na,context 
14,cute ,kj ,na,na,context 
14,swats ,sw ,na,na,context 
14,gloves ,gl ,na,na,context 
14,smith ,sm ,na,na,context 
14,starts ,st ,na,na,context 
14,steps ,st ,na,na,context 
14,slugs ,sl ,na,na,context 
14,quacks ,kw ,na,na,context 
14,skip ,sk ,na,na,context 
14,flying ,fl ,na,na,context 
14,drink ,dr ,na,na,context 
14,grabs ,gr ,na,na,context 
14,smog ,sm ,na,na,context 
14,beautiful ,bj ,na,na,context 
14,dwarf ,dw ,na,na,context 
14,quickly ,kw ,na,na,context 
14,snoops ,sn ,na,na,context 
14,bring ,br ,na,na,context 
14,start ,st ,na,na,context 
14,flickering ,fl ,na,na,context 
14,spark ,sp ,na,na,context 
14,small ,sm ,na,na,context 
14,scoop ,sk ,na,na,context 
14,skin ,sk ,na,na,context 
14,snag ,sn ,na,na,context 
14,thread ,θr ,na,na,context 
14,sweeps ,sw ,na,na,context 
14,please ,pl ,na,na,context 
14,floor ,fl ,na,na,context 
14,thrashing ,θr,na,na,context 
14,speed ,sp ,na,na,context 
14,smiles ,sm ,na,na,context 
14,swoon ,sw ,na,na,context 
14,slouched ,sl ,na,na,context 
14,swim ,sw ,na,na,context 
14,dreaming ,dr ,na,na,context 
14,twin ,tw ,na,na,context 
14,bugle ,bj ,na,na,context 
14,clean ,kl ,na,na,context 
14,snips ,sn ,na,na,context 
14,ground ,gr ,na,na,context 
14,slips ,sl ,na,na,context 
14,place ,pl ,na,na,context 
14,tweaking ,tw ,na,na,context 
14,sweeping ,sw ,na,na,context 
14,sloth ,sl ,na,na,context 
14,spreading ,sp,na,na,context 
14,sniffs ,sn ,na,na,context 
14,flock ,fl ,na,na,context 
14,snatch ,sn ,na,na,context 
14,small ,sm ,na,na,context 
14,slow ,sl ,na,na,context 
14,stop ,st ,na,na,context 
14,smacked ,sm ,na,na,context 
14,skeptical ,sk ,na,na,context 
14,fly ,fl ,na,na,context 
14,breeze ,br ,na,na,context 
14,queen ,kw ,na,na,context 
14,twitches ,tw ,na,na,context 
14,throttle ,θr,na,na,context 
14,brings ,br ,na,na,context 
14,three ,θr,na,na,context 
14,sleep ,sl ,na,na,context 
14,scarlett ,sk ,na,na,context 
14,creek ,kr ,na,na,context 
14,plethora ,pl ,na,na,context 
14,snow ,sn ,na,na,context 
14,smelling ,sm ,na,na,context 
14,brother ,br ,na,na,context 
14,freaks ,fr ,na,na,context 
14,start,st,na,na,context 
15,trot ,tr ,none,z,passage 
15,snaps ,sn ,none,n,passage 
15,dwayne ,dw ,anaptyxis,na,passage 
15,cute ,kj ,none,e,passage 
15,swats ,sw ,none,d,passage 
15,gloves ,gl ,none,l,passage 
15,smith ,sm ,none,na,passage 
15,starts ,st ,none,s,passage 
15,steps ,st ,none,n,passage 
15,slugs ,sl ,none,i,passage 
15,quacks ,kw ,none,d,passage 
15,skip ,sk ,none,n,passage 
15,flying ,fl ,none,s,passage 
15,drink ,dr ,none,i,passage 
15,grabs ,gr ,none,d,passage 
15,smog ,sm ,prothesis,k,passage 
15,beautiful ,bj ,none,r,passage 
15,dwarf ,dw ,none,e,passage 
15,quickly ,kw ,none,r,passage 
15,snoops ,sn ,prothesis,d,passage 
15,bring ,br ,none,r,passage 
15,start ,st ,none,d,passage 
15,flickering ,fl ,none,t,passage 
15,spark ,sp ,none,g,passage 
15,small ,sm ,none,s,passage 
15,scoop ,sk ,none,n,passage 
15,skin ,sk ,none,z,passage 
15,snag ,sn ,none,d,passage 
15,thread ,θr ,none,r,passage 
15,sweeps ,sw ,none,d,passage 
15,please ,pl ,none,na,passage 
15,floor ,fl ,none,i,passage 
15,thrashing ,θr,none,z,passage 
15,speed ,sp ,none,l,passage 
15,smiles ,sm ,none,p,passage 
15,swoon ,sw ,none,n,passage 
15,slouched ,sl ,none,z,passage 
15,swim ,sw ,none,d,passage 
15,dreaming ,dr ,none,p,passage 
15,twin ,tw ,none,r,passage 
15,bugle ,bj ,none,f,passage 
15,clean ,kl ,none,n,passage 
15,snips ,sn ,none,i,passage 
15,ground ,gr ,none,e,passage 
15,slips ,sl ,none,u,passage 
15,place ,pl ,none,u,passage 
15,tweaking ,tw ,none,n,passage 
15,sweeping ,sw ,none,z,passage 
15,sloth ,sl ,none,l,passage 
15,spreading ,sp,none,l,passage 
15,sniffs ,sn ,none,o,passage 
15,flock ,fl ,none,e,passage 
15,snatch ,sn ,none,n,passage 
15,small ,sm ,none,r,passage 
15,slow ,sl ,prothesis,t,passage 
15,stop ,st ,none,t,passage 
15,smacked ,sm ,none,t,passage 
15,skeptical ,sk ,prothesis,z,passage 
15,fly ,fl ,none,s,passage 
15,breeze ,br ,none,e,passage 
15,queen ,kw ,none,e,passage 
15,twitches ,tw ,none,n,passage 
15,throttle ,θr,na,z,passage 
15,brings ,br ,none,r,passage 
15,three ,θr,none,m,passage 
15,sleep ,sl ,none,d,passage 
15,scarlett ,sk ,none,k,passage 
15,creek ,kr ,none,r,passage 
15,plethora ,pl ,none,e,passage 
15,snow ,sn ,none,e,passage 
15,smelling ,sm ,none,z,passage 
15,brother ,br ,none,n,passage 
15,freaks ,fr ,none,i,passage 
15,start,st,prothesis,d,passage 
15,trot ,tr ,none,na,context 
15,snaps ,sn ,none,na,context 
15,dwayne ,dw ,anaptyxis,na,context 
15,cute ,kj ,none,na,context 
15,swats ,sw ,none,na,context 
15,gloves ,gl ,none,na,context 
15,smith ,sm ,none,na,context 
15,starts ,st ,none,na,context 
15,steps ,st ,none,na,context 
15,slugs ,sl ,none,na,context 
15,quacks ,kw ,none,na,context 
15,skip ,sk ,none,na,context 
15,flying ,fl ,none,na,context 
15,drink ,dr ,none,na,context 
15,grabs ,gr ,none,na,context 
15,smog ,sm ,none,na,context 
15,beautiful ,bj ,none,na,context 
15,dwarf ,dw ,anaptyxis ,na,context 
15,quickly ,kw ,none,na,context 
15,snoops ,sn ,none,na,context 
15,bring ,br ,none,na,context 
15,start ,st ,none,na,context 
15,flickering ,fl ,none,na,context 
15,spark ,sp ,none,na,context 
15,small ,sm ,none,na,context 
15,scoop ,sk ,none,na,context 
15,skin ,sk ,none,na,context 
15,snag ,sn ,none,na,context 
15,thread ,θr ,none,na,context 
15,sweeps ,sw ,none,na,context 
15,please ,pl ,none,na,context 
15,floor ,fl ,none,na,context 
15,thrashing ,θr,none,na,context 
15,speed ,sp ,none,na,context 
15,smiles ,sm ,none,na,context 
15,swoon ,sw ,none,na,context 
15,slouched ,sl ,none,na,context 
15,swim ,sw ,none,na,context 
15,dreaming ,dr ,none,na,context 
15,twin ,tw ,none,na,context 
15,bugle ,bj ,na,na,context 
15,clean ,kl ,none,na,context 
15,snips ,sn ,none,na,context 
15,ground ,gr ,none,na,context 
15,slips ,sl ,none,na,context 
15,place ,pl ,none,na,context 
15,tweaking ,tw ,none,na,context 
15,sweeping ,sw ,none,na,context 
15,sloth ,sl ,none,na,context 
15,spreading ,sp,none,na,context 
15,sniffs ,sn ,none,na,context 
15,flock ,fl ,none,na,context 
15,snatch ,sn ,none,na,context 
15,small ,sm ,none,na,context 
15,slow ,sl ,none,na,context 
15,stop ,st ,none,na,context 
15,smacked ,sm ,none,na,context 
15,skeptical ,sk ,none,na,context 
15,fly ,fl ,none,na,context 
15,breeze ,br ,none,na,context 
15,queen ,kw ,none,na,context 
15,twitches ,tw ,none,na,context 
15,throttle ,θr,na,na,context 
15,brings ,br ,none,na,context 
15,three ,θr,none,na,context 
15,sleep ,sl ,none,na,context 
15,scarlett ,sk ,none,na,context 
15,creek ,kr ,none,na,context 
15,plethora ,pl ,none,na,context 
15,snow ,sn ,none,na,context 
15,smelling ,sm ,none,na,context 
15,brother ,br ,none,na,context 
15,freaks ,fr ,none,na,context 
15,start,st,none,na,context 
16,trot ,tr ,none,z,passage 
16,snaps ,sn ,none,n,passage 
16,dwayne ,dw ,na,na,passage 
16,cute ,kj ,none,e,passage 
16,swats ,sw ,none,d,passage 
16,gloves ,gl ,none,l,passage 
16,smith ,sm ,none,na,passage 
16,starts ,st ,none,s,passage 
16,steps ,st ,none,n,passage 
16,slugs ,sl ,none,i,passage 
16,quacks ,kw ,na,d,passage 
16,skip ,sk ,none,n,passage 
16,flying ,fl ,none,s,passage 
16,drink ,dr ,none,i,passage 
16,grabs ,gr ,none,d,passage 
16,smog ,sm ,none,k,passage 
16,beautiful ,bj ,none,r,passage 
16,dwarf ,dw ,na,e,passage 
16,quickly ,kw ,na,r,passage 
16,snoops ,sn ,none,d,passage 
16,bring ,br ,none,r,passage 
16,start ,st ,none,d,passage 
16,flickering ,fl ,none,t,passage 
16,spark ,sp ,none,g,passage 
16,small ,sm ,prothesis ,s,passage 
16,scoop ,sk ,none,n,passage 
16,skin ,sk ,none,z,passage 
16,snag ,sn ,none,d,passage 
16,thread ,θr ,none,r,passage 
16,sweeps ,sw ,none,d,passage 
16,please ,pl ,none,na,passage 
16,floor ,fl ,none,i,passage 
16,thrashing ,θr,na,z,passage 
16,speed ,sp ,none,l,passage 
16,smiles ,sm ,none,p,passage 
16,swoon ,sw ,none,n,passage 
16,slouched ,sl ,none,z,passage 
16,swim ,sw ,none,d,passage 
16,dreaming ,dr ,none,p,passage 
16,twin ,tw ,none,r,passage 
16,bugle ,bj ,na,f,passage 
16,clean ,kl ,none,n,passage 
16,snips ,sn ,none,i,passage 
16,ground ,gr ,none,e,passage 
16,slips ,sl ,none,u,passage 
16,place ,pl ,none,u,passage 
16,tweaking ,tw ,none,n,passage 
16,sweeping ,sw ,none,z,passage 
16,sloth ,sl ,none,l,passage 
16,spreading ,sp,none,l,passage 
16,sniffs ,sn ,prothesis,o,passage 
16,flock ,fl ,none,e,passage 
16,snatch ,sn ,none,n,passage 
16,small ,sm ,none,r,passage 
16,slow ,sl ,none,t,passage 
16,stop ,st ,none,t,passage 
16,smacked ,sm ,none,t,passage 
16,skeptical ,sk ,none,z,passage 
16,fly ,fl ,none,s,passage 
16,breeze ,br ,none,e,passage 
16,queen ,kw ,none,e,passage 
16,twitches ,tw ,none,n,passage 
16,throttle ,θr,none,z,passage 
16,brings ,br ,none,r,passage 
16,three ,θr,none,m,passage 
16,sleep ,sl ,none,d,passage 
16,scarlett ,sk ,none,k,passage 
16,creek ,kr ,none,r,passage 
16,plethora ,pl ,none,e,passage 
16,snow ,sn ,none,e,passage 
16,smelling ,sm ,none,z,passage 
16,brother ,br ,none,n,passage 
16,freaks ,fr ,none,i,passage 
16,start,st,none,d,passage 
16,trot ,tr ,none,na,context 
16,snaps ,sn ,none,na,context 
16,dwayne ,dw ,na,na,context 
16,cute ,kj ,none,na,context 
16,swats ,sw ,none,na,context 
16,gloves ,gl ,none,na,context 
16,smith ,sm ,none,na,context 
16,starts ,st ,none,na,context 
16,steps ,st ,none,na,context 
16,slugs ,sl ,none,na,context 
16,quacks ,kw ,none,na,context 
16,skip ,sk ,none,na,context 
16,flying ,fl ,none,na,context 
16,drink ,dr ,none,na,context 
16,grabs ,gr ,none,na,context 
16,smog ,sm ,none,na,context 
16,beautiful ,bj ,none,na,context 
16,dwarf ,dw ,na,na,context 
16,quickly ,kw ,none,na,context 
16,snoops ,sn ,none,na,context 
16,bring ,br ,none,na,context 
16,start ,st ,none,na,context 
16,flickering ,fl ,none,na,context 
16,spark ,sp ,none,na,context 
16,small ,sm ,none,na,context 
16,scoop ,sk ,none,na,context 
16,skin ,sk ,none,na,context 
16,snag ,sn ,none,na,context 
16,thread ,θr ,none,na,context 
16,sweeps ,sw ,none,na,context 
16,please ,pl ,none,na,context 
16,floor ,fl ,none,na,context 
16,thrashing ,θr,none,na,context 
16,speed ,sp ,none,na,context 
16,smiles ,sm ,none,na,context 
16,swoon ,sw ,none,na,context 
16,slouched ,sl ,none,na,context 
16,swim ,sw ,none,na,context 
16,dreaming ,dr ,none,na,context 
16,twin ,tw ,none,na,context 
16,bugle ,bj ,na,na,context 
16,clean ,kl ,none,na,context 
16,snips ,sn ,none,na,context 
16,ground ,gr ,none,na,context 
16,slips ,sl ,none,na,context 
16,place ,pl ,none,na,context 
16,tweaking ,tw ,none,na,context 
16,sweeping ,sw ,none,na,context 
16,sloth ,sl ,none,na,context 
16,spreading ,sp,none,na,context 
16,sniffs ,sn ,none,na,context 
16,flock ,fl ,none,na,context 
16,snatch ,sn ,none,na,context 
16,small ,sm ,none,na,context 
16,slow ,sl ,none,na,context 
16,stop ,st ,none,na,context 
16,smacked ,sm ,none,na,context 
16,skeptical ,sk ,none,na,context 
16,fly ,fl ,none,na,context 
16,breeze ,br ,none,na,context 
16,queen ,kw ,none,na,context 
16,twitches ,tw ,none,na,context 
16,throttle ,θr,none,na,context 
16,brings ,br ,none,na,context 
16,three ,θr,none,na,context 
16,sleep ,sl ,none,na,context 
16,scarlett ,sk ,none,na,context 
16,creek ,kr ,none,na,context 
16,plethora ,pl ,none,na,context 
16,snow ,sn ,none,na,context 
16,smelling ,sm ,none,na,context 
16,brother ,br ,none,na,context 
16,freaks ,fr ,none,na,context 
16,start,st,none,na,context 
17,trot ,tr ,none,z,passage 
17,snaps ,sn ,prothesis ,n,passage 
17,dwayne ,dw ,anaptyxis ,na,passage 
17,cute ,kj ,none,e,passage 
17,swats ,sw ,none,d,passage 
17,gloves ,gl ,none,l,passage 
17,smith ,sm ,none,na,passage 
17,starts ,st ,none,s,passage 
17,steps ,st ,prothesis ,n,passage 
17,slugs ,sl ,none,i,passage 
17,quacks ,kw ,none,d,passage 
17,skip ,sk ,none,n,passage 
17,flying ,fl ,none,s,passage 
17,drink ,dr ,none,i,passage 
17,grabs ,gr ,none,d,passage 
17,smog ,sm ,none,k,passage 
17,beautiful ,bj ,none,r,passage 
17,dwarf ,dw ,na,e,passage 
17,quickly ,kw ,none,r,passage 
17,snoops ,sn ,none,d,passage 
17,bring ,br ,none,r,passage 
17,start ,st ,none,d,passage 
17,flickering ,fl ,none,t,passage 
17,spark ,sp ,prothesis ,g,passage 
17,small ,sm ,none,s,passage 
17,scoop ,sk ,none,n,passage 
17,skin ,sk ,prothesis,z,passage 
17,snag ,sn ,none,d,passage 
17,thread ,θr ,none,r,passage 
17,sweeps ,sw ,none,d,passage 
17,please ,pl ,none,na,passage 
17,floor ,fl ,none,i,passage 
17,thrashing ,θr,none,z,passage 
17,speed ,sp ,none,l,passage 
17,smiles ,sm ,none,p,passage 
17,swoon ,sw ,none,n,passage 
17,slouched ,sl ,none,z,passage 
17,swim ,sw ,none,d,passage 
17,dreaming ,dr ,none,p,passage 
17,twin ,tw ,none,r,passage 
17,bugle ,bj ,na,f,passage 
17,clean ,kl ,none,n,passage 
17,snips ,sn ,none,i,passage 
17,ground ,gr ,none,e,passage 
17,slips ,sl ,none,u,passage 
17,place ,pl ,none,u,passage 
17,tweaking ,tw ,none,n,passage 
17,sweeping ,sw ,none,z,passage 
17,sloth ,sl ,none,l,passage 
17,spreading ,sp,none,l,passage 
17,sniffs ,sn ,none,o,passage 
17,flock ,fl ,none,e,passage 
17,snatch ,sn ,none,n,passage 
17,small ,sm ,none,r,passage 
17,slow ,sl ,none,t,passage 
17,stop ,st ,none,t,passage 
17,smacked ,sm ,none,t,passage 
17,skeptical ,sk ,prothesis,z,passage 
17,fly ,fl ,none,s,passage 
17,breeze ,br ,none,e,passage 
17,queen ,kw ,none,e,passage 
17,twitches ,tw ,none,n,passage 
17,throttle ,θr,none,z,passage 
17,brings ,br ,none,r,passage 
17,three ,θr,none,m,passage 
17,sleep ,sl ,none,d,passage 
17,scarlett ,sk ,none,k,passage 
17,creek ,kr ,none,r,passage 
17,plethora ,pl ,anaptyxis ,e,passage 
17,snow ,sn ,none,e,passage 
17,smelling ,sm ,none,z,passage 
17,brother ,br ,none,n,passage 
17,freaks ,fr ,none,i,passage 
17,start,st,none,d,passage 
17,trot ,tr ,none,na,context 
17,snaps ,sn ,none,na,context 
17,dwayne ,dw ,anaptyxis ,na,context 
17,cute ,kj ,none,na,context 
17,swats ,sw ,none,na,context 
17,gloves ,gl ,none,na,context 
17,smith ,sm ,none,na,context 
17,starts ,st ,prothesis ,na,context 
17,steps ,st ,prothesis ,na,context 
17,slugs ,sl ,none,na,context 
17,quacks ,kw ,none,na,context 
17,skip ,sk ,none,na,context 
17,flying ,fl ,none,na,context 
17,drink ,dr ,none,na,context 
17,grabs ,gr ,none,na,context 
17,smog ,sm ,none,na,context 
17,beautiful ,bj ,none,na,context 
17,dwarf ,dw ,none,na,context 
17,quickly ,kw ,none,na,context 
17,snoops ,sn ,none,na,context 
17,bring ,br ,none,na,context 
17,start ,st ,prothesis ,na,context 
17,flickering ,fl ,none,na,context 
17,spark ,sp ,none,na,context 
17,small ,sm ,none,na,context 
17,scoop ,sk ,none,na,context 
17,skin ,sk ,none,na,context 
17,snag ,sn ,none,na,context 
17,thread ,θr ,none,na,context 
17,sweeps ,sw ,none,na,context 
17,please ,pl ,none,na,context 
17,floor ,fl ,none,na,context 
17,thrashing ,θr,none,na,context 
17,speed ,sp ,none,na,context 
17,smiles ,sm ,none,na,context 
17,swoon ,sw ,none,na,context 
17,slouched ,sl ,none,na,context 
17,swim ,sw ,none,na,context 
17,dreaming ,dr ,none,na,context 
17,twin ,tw ,none,na,context 
17,bugle ,bj ,none,na,context 
17,clean ,kl ,none,na,context 
17,snips ,sn ,none,na,context 
17,ground ,gr ,none,na,context 
17,slips ,sl ,none,na,context 
17,place ,pl ,none,na,context 
17,tweaking ,tw ,none,na,context 
17,sweeping ,sw ,none,na,context 
17,sloth ,sl ,none,na,context 
17,spreading ,sp,none,na,context 
17,sniffs ,sn ,none,na,context 
17,flock ,fl ,none,na,context 
17,snatch ,sn ,none,na,context 
17,small ,sm ,none,na,context 
17,slow ,sl ,none,na,context 
17,stop ,st ,none,na,context 
17,smacked ,sm ,none,na,context 
17,skeptical ,sk ,none,na,context 
17,fly ,fl ,none,na,context 
17,breeze ,br ,none,na,context 
17,queen ,kw ,none,na,context 
17,twitches ,tw ,none,na,context 
