participant,age ,gender ,dominant language ,Please list all the languages you know in order of dominance: - 2,Please list all the languages you know in order of dominance: - 3,Please list all the languages you know in order of dominance: - 4,Please list all the languages you know in order of dominance: - 5,Please list all the languages you know in order of acquisition: - 1,Please list all the languages you know in order of acquisition: - 2,Please list all the languages you know in order of acquisition: - 3,Please list all the languages you know in order of acquisition: - 4,Please list all the languages you know in order of acquisition: - 5,current farsi exposure,current english exposure ,Please list what percentage of time you are currently and on average exposed to each of the languages you listed. - ${q://QID4/ChoiceTextEntryValue/3},Please list what percentage of time you are currently and on average exposed to each of the languages you listed. - ${q://QID4/ChoiceTextEntryValue/4},Please list what percentage of time you are currently and on average exposed to each of the languages you listed. - ${q://QID4/ChoiceTextEntryValue/5},"When choosing to read a text available in all your languages, in what percentage of cases would you choose to read it in each of your languages? Assume that the original was written in another language, which is unknown to you. - ${q://QID4/ChoiceTextEntryValue/1}","When choosing to read a text available in all your languages, in what percentage of cases would you choose to read it in each of your languages? Assume that the original was written in another language, which is unknown to you. - ${q://QID4/ChoiceTextEntryValue/2}","When choosing to read a text available in all your languages, in what percentage of cases would you choose to read it in each of your languages? Assume that the original was written in another language, which is unknown to you. - ${q://QID4/ChoiceTextEntryValue/3}","When choosing to read a text available in all your languages, in what percentage of cases would you choose to read it in each of your languages? Assume that the original was written in another language, which is unknown to you. - ${q://QID4/ChoiceTextEntryValue/4}","When choosing to read a text available in all your languages, in what percentage of cases would you choose to read it in each of your languages? Assume that the original was written in another language, which is unknown to you. - ${q://QID4/ChoiceTextEntryValue/5}","When choosing a language to speak with a person who is equally fluent in all your languages, what percentage of time would you choose to speak each language? Please report percent of total time. - ${q://QID4/ChoiceTextEntryValue/1}","When choosing a language to speak with a person who is equally fluent in all your languages, what percentage of time would you choose to speak each language? Please report percent of total time. - ${q://QID4/ChoiceTextEntryValue/2}","When choosing a language to speak with a person who is equally fluent in all your languages, what percentage of time would you choose to speak each language? Please report percent of total time. - ${q://QID4/ChoiceTextEntryValue/3}","When choosing a language to speak with a person who is equally fluent in all your languages, what percentage of time would you choose to speak each language? Please report percent of total time. - ${q://QID4/ChoiceTextEntryValue/4}","When choosing a language to speak with a person who is equally fluent in all your languages, what percentage of time would you choose to speak each language? Please report percent of total time. - ${q://QID4/ChoiceTextEntryValue/5}","Please name the cultures with which you identify. (Examples of possible cultures include US-American, Chinese, Jewish-Orthodox, etc.) - Culture 1","Please name the cultures with which you identify. (Examples of possible cultures include US-American, Chinese, Jewish-Orthodox, etc.) - Culture 2","Please name the cultures with which you identify. (Examples of possible cultures include US-American, Chinese, Jewish-Orthodox, etc.) - Culture 3","Please name the cultures with which you identify. (Examples of possible cultures include US-American, Chinese, Jewish-Orthodox, etc.) - Culture 4","Please name the cultures with which you identify. (Examples of possible cultures include US-American, Chinese, Jewish-Orthodox, etc.) - Culture 5",How many years of formal education do you have?,Please check your highest education level (or the approximate U equivalent to a degree obtained in another country): - Selected Choice,Please check your highest education level (or the approximate U equivalent to a degree obtained in another country): - Other: - Text,"Date of immigration to the USA, if applicable","If you have ever immigrated to another country, please provide name of country and date of immigration here.","Have you ever had a _______? (Check all applicable.) If yes, please explain (including any corrections): - Selected Choice","Have you ever had a _______? (Check all applicable.) If yes, please explain (including any corrections): - vision problem - Text","Have you ever had a _______? (Check all applicable.) If yes, please explain (including any corrections): - hearing impairment - Text","Have you ever had a _______? (Check all applicable.) If yes, please explain (including any corrections): - language disability - Text","Have you ever had a _______? (Check all applicable.) If yes, please explain (including any corrections): - learning disability - Text",age of farsi acquisition,age of farsi fluency ,Age when you... - 1 - began reading in [Field-1],Age when you... - 1 - became fluent reading in [Field-1],length of farsi residence,"Please list the amount of time you spent in each language environment (specify years, months): - 1 - A family where [Field-1] is spoken","Please list the amount of time you spent in each language environment (specify years, months): - 1 - A school and/or working environment where [Field-1] is spoken",self reported farsi speaking proficiency,self reported farsi understadning proficiency ,self reported farsi reading,"On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 1 - Interacting with friends","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 1 - Interacting with family","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 1 - Reading","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 1 - Language apps or websites/self instruction","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 1 - Watching TV","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 1 - Listening to radio/music",Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 1 - Interacting with friends,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 1 - Interacting with family,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 1 - Reading,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 1 - Language apps or websites/self instruction,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 1 - Watching TV,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 1 - Listening to radio/music,"1 - In your perception, how much of a foreign accent do you have in [Field-1]?",1 - Please rate how frequently others identify you as a non-native speaker based on your accent in [Field-1]:,age of english acquisition ,age of english fluency ,Age when you... - 2 - began reading in [Field-1],Age when you... - 2 - became fluent reading in [Field-1],length of english residence ,"Please list the amount of time you spent in each language environment (specify years, months): - 2 - A family where [Field-1] is spoken","Please list the amount of time you spent in each language environment (specify years, months): - 2 - A school and/or working environment where [Field-1] is spoken",self reported english speaking proficency,self reported english understanding proficiency ,self reported english reading proficiency ,"On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 2 - Interacting with friends","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 2 - Interacting with family","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 2 - Reading","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 2 - Language apps or websites/self instruction","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 2 - Watching TV","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 2 - Listening to radio/music",Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 2 - Interacting with friends,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 2 - Interacting with family,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 2 - Reading,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 2 - Language apps or websites/self instruction,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 2 - Watching TV,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 2 - Listening to radio/music,"2 - In your perception, how much of a foreign accent do you have in [Field-1]?",2 - Please rate how frequently others identify you as a non-native speaker based on your accent in [Field-1]:,Age when you... - 3 - began acquiring [Field-1],Age when you... - 3 - became fluent in [Field-1],Age when you... - 3 - began reading in [Field-1],Age when you... - 3 - became fluent reading in [Field-1],"Please list the amount of time you spent in each language environment (specify years, months): - 3 - A country where [Field-1] is spoken","Please list the amount of time you spent in each language environment (specify years, months): - 3 - A family where [Field-1] is spoken","Please list the amount of time you spent in each language environment (specify years, months): - 3 - A school and/or working environment where [Field-1] is spoken","3 - On a scale from zero to ten, please select your level of proficiency in speaking [Field-1]:","3 - On a scale from zero to ten, please select your level of proficiency in understanding spoken language [Field-1]:","3 - On a scale from zero to ten, please select your level of proficiency in reading [Field-1]:","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 3 - Interacting with friends","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 3 - Interacting with family","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 3 - Reading","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 3 - Language apps or websites/self instruction","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 3 - Watching TV","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 3 - Listening to radio/music",Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 3 - Interacting with friends,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 3 - Interacting with family,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 3 - Reading,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 3 - Language apps or websites/self instruction,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 3 - Watching TV,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 3 - Listening to radio/music,"3 - In your perception, how much of a foreign accent do you have in [Field-1]?",3 - Please rate how frequently others identify you as a non-native speaker based on your accent in [Field-1]:,Age when you... - 4 - began acquiring [Field-1],Age when you... - 4 - became fluent in [Field-1],Age when you... - 4 - began reading in [Field-1],Age when you... - 4 - became fluent reading in [Field-1],"Please list the amount of time you spent in each language environment (specify years, months): - 4 - A country where [Field-1] is spoken","Please list the amount of time you spent in each language environment (specify years, months): - 4 - A family where [Field-1] is spoken","Please list the amount of time you spent in each language environment (specify years, months): - 4 - A school and/or working environment where [Field-1] is spoken","4 - On a scale from zero to ten, please select your level of proficiency in speaking [Field-1]:","4 - On a scale from zero to ten, please select your level of proficiency in understanding spoken language [Field-1]:","4 - On a scale from zero to ten, please select your level of proficiency in reading [Field-1]:","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 4 - Interacting with friends","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 4 - Interacting with family","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 4 - Reading","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 4 - Language apps or websites/self instruction","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 4 - Watching TV","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 4 - Listening to radio/music",Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 4 - Interacting with friends,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 4 - Interacting with family,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 4 - Reading,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 4 - Language apps or websites/self instruction,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 4 - Watching TV,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 4 - Listening to radio/music,"4 - In your perception, how much of a foreign accent do you have in [Field-1]?",4 - Please rate how frequently others identify you as a non-native speaker based on your accent in [Field-1]:,Age when you... - 5 - began acquiring [Field-1],Age when you... - 5 - became fluent in [Field-1],Age when you... - 5 - began reading in [Field-1],Age when you... - 5 - became fluent reading in [Field-1],"Please list the amount of time you spent in each language environment (specify years, months): - 5 - A country where [Field-1] is spoken","Please list the amount of time you spent in each language environment (specify years, months): - 5 - A family where [Field-1] is spoken","Please list the amount of time you spent in each language environment (specify years, months): - 5 - A school and/or working environment where [Field-1] is spoken","5 - On a scale from zero to ten, please select your level of proficiency in speaking [Field-1]:","5 - On a scale from zero to ten, please select your level of proficiency in understanding spoken language [Field-1]:","5 - On a scale from zero to ten, please select your level of proficiency in reading [Field-1]:","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 5 - Interacting with friends","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 5 - Interacting with family","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 5 - Reading","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 5 - Language apps or websites/self instruction","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 5 - Watching TV","On a scale from zero to ten, please select how much of the following factors contributed to you learning [Field-1]: - 5 - Listening to radio/music",Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 5 - Interacting with friends,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 5 - Interacting with family,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 5 - Reading,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 5 - Language apps or websites/self instruction,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 5 - Watching TV,Please rate to what extent you are currently exposed to [Field-1] in the following contexts: - 5 - Listening to radio/music,"5 - In your perception, how much of a foreign accent do you have in [Field-1]?",5 - Please rate how frequently others identify you as a non-native speaker based on your accent in [Field-1]:
4,56,Male,farsi ,english ,,,,farsi ,english ,,,,50,50,0,0,0,30,70,0,0,0,30,70,0,0,0,persian ,american,jewish ,,,14,Some College,,1978,no,,,,,,0,2,5,6,9,56,42,9,9,5,8,10,7,5,5,8,10,8,0,0,0,9,5 - moderate,5 - half the time,10,16,10,14,46,20,25,4,6,4,5,3,6,6,10,10,4,3,5,5,10,10,7 - heavy,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,35,Male,farsi,english,dari,arabic,,farsi,dari,arabic,english,,40,50,5,5,0,20,80,0,0,0,70,30,0,0,0,persian,american,,,,19,College,,2006,,vision problem,glasses,,,,0,2,7,10,19,35,19,10,10,10,5,5,5,5,5,5,6,8,6,7,7,7,0 - none,0 - never,18,30,18,26,15,0,15,10,10,9,4,1,8,8,9,7,6,3,8,7,7,7,3 - light,4,34,na,na,na,na,na,na,2 - low,4 - slightly less than adequate,0 - none,2,1,0,1,9,1,0,0,0,0,6,0,10 - pervasive,10 - always,16,na,16,na,na,na,na,1 - very low,3 - fair,3 - fair,0,0,6,1,6,6,0,0,0,0,2,0,10 - pervasive,10 - always,,,,,,,,,,,,,,,,,,,,,,,,
6,36,Male,farsi,english,turkish,german,,farsi,turkish,german,english,,65,25,10,0,0,30,60,0,10,0,80,10,5,5,0,persian ,turkish,american,,,19,Masters,,,2013,vision problem,yes glasses,,,,0,2,6,7,27,36,31,10,10,10,10,10,10,10,10,10,8,10,2,1,1,9,0 - none,0 - never,27,36,27,36,11,0,3,7,7,7,9,1,9,10,10,1,9,0,9,8,10,1,6 - considerable,5 - half the time,0,2,12,12,27,36,0,8 - very good,8 - very good,7 - good,0,8,6,0,1,5,0,8,1,0,1,5,6 - considerable,2,23,na,23,27,0,0,4,6 - slightly more than adequate,4 - slightly less than adequate,7 - good,2,0,10,8,8,2,0,0,1,1,1,0,6 - considerable,10 - always,,,,,,,,,,,,,,,,,,,,,,,,
7,80,Male,farsi,english,,,,farsi,english,,,,85,15,0,0,0,90,10,0,0,0,95,5,0,0,0,persian,american,,,,20,Masters,,2006,na,"vision problem,hearing impairment",,,,,0,2,,6,65,80,40,10,10,10,10,10,10,5,5,5,10,10,10,10,10,10,0 - none,0 - never,25,60,25,30,15,0,4,4,3,6,4,1,8,8,8,2,2,3,5,5,6,1,5 - moderate,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,76,Female,farsi,english,,,,farsi,english,,,,95,5,0,0,0,98,2,0,0,0,98,2,0,0,0,persian,american,,,,12,High School,,2006,na,"vision problem,language disability",,,,,0,2,7,9,61,76,15,10,10,8,9,10,4,4,9,9,10,10,7,7,10,10,0 - none,0 - never,61,76,61,na,15,0,2,1,1,1,7,2,6,8,6,2,1,1,1,6,8,3,10 - pervasive,10 - always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,66,Male,farsi,english,,,,farsi,english,,,,65,35,0,0,0,65,35,0,0,0,75,25,0,0,0,Iranian-American ,,,,,18,Masters,,1979,na,vision problem,yes glasses,,,,0,2,6,8,22,66,13,10,10,8,9,9,9,1,9,9,9,8,8,1,9,9,0 - none,0 - never,12,24,16,24,44,3,36,7,7,7,9,1,6,6,9,8,1,2,7,7,7,6,6 - considerable,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,51,Female,farsi,english,,,,farsi,english,,,,50,50,0,0,0,10,90,0,0,0,100,0,0,0,0,persian-american,,,,,18,Masters,,2002,na,,,,,,0,2,6,8,30,51,27,10,10,10,10,10,10,0,7,6,8,10,4,0,0,2,0 - none,0 - never,12,24,21,24,21,0,21,7,9,9,0,2,6,0,7,4,4,1,9,0,8,3,4 - some,10 - always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,67,Female,farsi,english,,,,farsi,kurdish,english,,,70,30,0,0,0,20,80,0,0,0,50,50,0,0,0,Kurdish,Persian,American,,,18,Masters,,1976,na,vision problem,glasses,,,,0,2,5,8,21,67,12,10,10,8,9,9,9,0,3,7,9,9,7,0,6,9,2 - very light,0 - never,14,21,14,21,46,40,26,7,9,7,6,2,7,7,7,7,4,8,6,8,7,5,7 - heavy,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,56,Male,farsi,english,,,,farsi,english,,,,50,50,0,0,0,0,100,0,0,0,30,70,0,0,0,Persian American,Jewish,,,,20,Some Graduate School,,1980,germany 1978,,,,,,0,2,6,8,10,56,26,7,7,4,9,9,8,0,9,8,8,10,0,0,1,7,4 - some,2,8,15,10,12,43,15,41,6,10,9,9,1,9,7,8,8,5,3,10,9,8,5,6 - considerable,5 - half the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,57,Female,farsi,english,Aramaic ,,,farsi,aramaic ,english,,,40,55,5,0,0,0,100,0,0,0,50,50,0,0,0,american,jewish,,,,16,College,,1979,,,,,,,0,2,6,7,13,57,27,7,9,3,7,10,3,0,5,6,6,8,0,0,5,4,0 - none,0 - never,9,17,16,17,43,10,20,5,10,8,9,3,9,7,9,7,7,4,9,8,8,8,6 - considerable,5 - half the time,0,2,na,na,9,57,0,5 - adequate,5 - adequate,0 - none,0,10,0,0,0,0,0,10,0,0,0,0,4 - some,5 - half the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,38,Male,farsi,english ,,,,farsi ,english ,,,,65,35,0,0,0,45,55,0,0,0,70,30,0,0,0,Iranian-American ,,,,,17,College,,2013,,,,,,,0,2,4,6,29,38,21,9,9,9,8,9,6,0,7,2,7,9,3,0,1,1,1 - almost none,1 - almost never,12,32,12,29,12,0,8,7,8,6,7,1,7,2,9,4,4,1,6,1,9,4,6 - considerable,5 - half the time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,53,Female,farsi,english,,,,farsi,english,,,,90,10,0,0,0,80,20,0,0,0,100,0,0,0,0,persian,,,,,16,College,,1998,,vision problem,yes glasses,,,,0,2,7,8,28,53,20,10,10,10,3,10,5,0,5,8,10,10,9,0,9,9,0 - none,0 - never,12,28,12,28,25,20,0,6,8,7,2,2,2,10,10,6,1,3,8,0,8,8,6 - considerable,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,41,Female,farsi,english,,,,farsi,english,,,,50,50,0,0,0,0,100,0,0,0,20,80,0,0,0,persian american,,,,,24,College,,2007,"germany, canada ",,,,,,0,2,6,7,15,41,15,8,8,7,8,10,5,0,7,7,9,10,4,0,7,6,1 - almost none,0 - never,9,26,15,15,20,0,20,8,8,8,9,0,8,9,9,6,9,2,9,0,9,6,5 - moderate,10 - always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,72,Female,farsi ,english ,,,,farsi ,english ,,,,98,2,0,0,0,98,2,0,0,0,98,2,0,0,0,Persian ,,,,,14,College,,2010,na,"vision problem,hearing impairment",glasses,hearing aid ,,,0,2,7,8,59,72,50,10,10,10,8,9,9,0,7,7,10,10,10,0,10,10,0 - none,0 - never,60,72,16,72,13,na,1,1,2,2,3,2,1,10,3,0,3,4,1,0,2,1,10 - pervasive,10 - always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,75,Female,farsi,english ,aramaic ,,,farsi ,aramaic ,english ,,,60,10,30,0,0,100,0,0,0,0,90,10,0,0,0,persian,,,,,12,High School,,1979,1978,vision problem,yes glasses,,,,0,2,6,7,35,100,12,10,10,10,8,10,9,0,9,9,9,9,7,0,3,7,0 - none,0 - never,35,75,42,75,44,0,0,1,2,1,3,1,3,1,4,2,3,3,2,0,6,3,9 - extremely heavy,10 - always,0,2,na,na,na,na,na,7 - good,8 - very good,0 - none,1,10,0,0,0,0,0,10,0,0,0,0,3 - light,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,78,Female,farsi,english,,,,farsi,english ,,,,99,1,0,0,0,100,0,0,0,0,100,0,0,0,0,persian,,,,,12,High School,,2012,Canada ,hearing impairment,,,,,0,2,7,9,65,78,60,10,10,10,8,10,0,0,3,3,10,8,9,0,9,9,0 - none,0 - never,16,78,16,78,12,0,0,1,1,1,0,2,1,1,4,0,0,2,0,0,0,0,9 - extremely heavy,10 - always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,56,Female,english,farsi,,,,,,,,,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,11,,,8,10,5,,,,,,,,,,,,,,,7,13,,,44,,,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,50,Male,english,farsi ,,,,,,,,,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,7,,,9,9,0,,,,,,,,,,,,,,,8,11,,,42,,,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,52,Male,english,farsi,,,,,,,,,8,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,16,,,9,9,8,,,,,,,,,,,,,,,13,23,,,36,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,70,Male,english,farsi,,,,,,,,,30,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,18,,,10,10,10,,,,,,,,,,,,,,,14,20,,,52,,,8,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,64,Female,english ,farsi ,,,,,,,,,40,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,16,,,8,8,8,,,,,,,,,,,,,,,15,20,,,47,,,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,