,participant,word,onset,ep_type,last_sound,context
727,5,throttle,θr,na,na,context
728,5,trot,tr,none,z,passage
729,5,trot,tr,na,na,context
730,5,tweaking,tw,none,n,passage
731,5,tweaking,tw,na,na,context
732,5,twin,tw,none,r,passage
733,5,twin,tw,na,na,context
734,5,twitches,tw,none,n,passage
735,5,twitches,tw,na,na,context
736,6,beautiful,bj,none,r,passage
737,6,beautiful,bj,na,na,context
738,6,breeze,br,none,e,passage
739,6,breeze,br,na,na,context
740,6,bring,br,none,r,passage
741,6,bring,br,na,na,context
742,6,brings,br,none,r,passage
743,6,brings,br,na,na,context
744,6,brother,br,none,n,passage
745,6,brother,br,na,na,context
746,6,bugle,bj,na,f,passage
747,6,bugle,bj,na,na,context
748,6,clean,kl,none,n,passage
749,6,clean,kl,na,na,context
750,6,creek,kr,none,r,passage
751,6,creek,kr,na,na,context
752,6,cute,kj,none,e,passage
753,6,cute,kj,na,na,context
754,6,dreaming,dr,none,p,passage
755,6,dreaming,dr,na,na,context
756,6,drink,dr,none,i,passage
757,6,drink,dr,na,na,context
758,6,dwarf,dw,none,e,passage
759,6,dwarf,dw,na,na,context
760,6,dwayne,dw,none,na,passage
761,6,dwayne,dw,na,na,context
762,6,flickering,fl,none,t,passage
763,6,flickering,fl,na,na,context
764,6,flock,fl,none,e,passage
765,6,flock,fl,na,na,context
766,6,floor,fl,none,i,passage
767,6,floor,fl,na,na,context
768,6,fly,fl,none,s,passage
769,6,fly,fl,na,na,context
770,6,flying,fl,none,s,passage
771,6,flying,fl,na,na,context
772,6,freaks,fr,none,i,passage
773,6,freaks,fr,na,na,context
774,6,gloves,gl,none,l,passage
775,6,gloves,gl,na,na,context
776,6,grabs,gr,none,d,passage
777,6,grabs,gr,na,na,context
778,6,ground,gr,none,e,passage
779,6,ground,gr,na,na,context
780,6,place,pl,none,u,passage
781,6,place,pl,na,na,context
782,6,please,pl,none,na,passage
783,6,please,pl,na,na,context
784,6,plethora,pl,none,e,passage
785,6,plethora,pl,na,na,context
786,6,quacks,kw,none,d,passage
787,6,quacks,kw,na,na,context
788,6,queen,kw,none,e,passage
789,6,queen,kw,na,na,context
790,6,quickly,kw,none,r,passage
791,6,quickly,kw,na,na,context
792,6,scarlett,sk,prothesis,k,passage
793,6,scarlett,sk,na,na,context
794,6,scoop,sk,none,n,passage
795,6,scoop,sk,na,na,context
796,6,skeptical,sk,none,z,passage
797,6,skeptical,sk,na,na,context
798,6,skin,sk,prothesis,z,passage
799,6,skin,sk,na,na,context
800,6,skip,sk,none,n,passage
801,6,skip,sk,na,na,context
802,6,sleep,sl,none,d,passage
803,6,sleep,sl,na,na,context
804,6,slips,sl,none,u,passage
805,6,slips,sl,na,na,context
806,6,sloth,sl,prothesis,l,passage
807,6,sloth,sl,na,na,context
808,6,slouched,sl,none,z,passage
809,6,slouched,sl,na,na,context
810,6,slow,sl,none,t,passage
811,6,slow,sl,na,na,context
812,6,slugs,sl,none,i,passage
813,6,slugs,sl,na,na,context
814,6,smacked,sm,none,t,passage
815,6,smacked,sm,na,na,context
816,6,small,sm,none,s,passage
817,6,small,sm,none,r,passage
818,6,small,sm,na,na,context
819,6,small,sm,na,na,context
820,6,smelling,sm,none,z,passage
821,6,smelling,sm,na,na,context
822,6,smiles,sm,none,p,passage
823,6,smiles,sm,na,na,context
824,6,smith,sm,none,na,passage
825,6,smith,sm,na,na,context
826,6,smog,sm,none,k,passage
827,6,smog,sm,na,na,context
828,6,snag,sn,none,d,passage
829,6,snag,sn,na,na,context
830,6,snaps,sn,none,n,passage
831,6,snaps,sn,na,na,context
832,6,snatch,sn,none,n,passage
833,6,snatch,sn,na,na,context
834,6,sniffs,sn,none,o,passage
835,6,sniffs,sn,na,na,context
836,6,snips,sn,prothesis,i,passage
837,6,snips,sn,na,na,context
838,6,snoops,sn,none,d,passage
839,6,snoops,sn,na,na,context
840,6,snow,sn,none,e,passage
841,6,snow,sn,na,na,context
842,6,spark,sp,none,g,passage
843,6,spark,sp,na,na,context
844,6,speed,sp,prothesis,l,passage
845,6,speed,sp,na,na,context
846,6,spreading,sp,prothesis,l,passage
847,6,spreading,sp,na,na,context
848,6,start,st,none,d,passage
849,6,start,st,na,na,context
850,6,starts,st,none,s,passage
851,6,starts,st,none,d,passage
852,6,starts,st,na,na,context
853,6,steps,st,none,n,passage
854,6,steps,st,na,na,context
855,6,stop,st,none,t,passage
856,6,stop,st,na,na,context
857,6,swats,sw,none,d,passage
858,6,swats,sw,na,na,context
859,6,sweeping,sw,none,z,passage
860,6,sweeping,sw,na,na,context
861,6,sweeps,sw,none,d,passage
862,6,sweeps,sw,na,na,context
863,6,swim,sw,prothesis,d,passage
864,6,swim,sw,na,na,context
865,6,swoon,sw,prothesis,n,passage
866,6,swoon,sw,na,na,context
867,6,thrashing,θr,none,z,passage
868,6,thrashing,θr,na,na,context
869,6,thread,θr,none,r,passage
870,6,thread,θr,na,na,context
871,6,three,θr,none,m,passage
872,6,three,θr,na,na,context
873,6,throttle,θr,none,z,passage
874,6,throttle,θr,na,na,context
875,6,trot,tr,none,z,passage
876,6,trot,tr,na,na,context
877,6,tweaking,tw,none,n,passage
878,6,tweaking,tw,na,na,context
879,6,twin,tw,none,r,passage
880,6,twin,tw,na,na,context
881,6,twitches,tw,none,n,passage
882,6,twitches,tw,na,na,context
883,7,beautiful,bj,none,r,passage
884,7,beautiful,bj,na,na,context
885,7,breeze,br,anaptyxis,e,passage
886,7,breeze,br,na,na,context
887,7,bring,br,anaptyxis,r,passage
888,7,bring,br,na,na,context
889,7,brings,br,anaptyxis,r,passage
890,7,brings,br,na,na,context
891,7,brother,br,anaptyxis,n,passage
892,7,brother,br,na,na,context
893,7,bugle,bj,na,f,passage
894,7,bugle,bj,na,na,context
895,7,clean,kl,anaptyxis,n,passage
896,7,clean,kl,na,na,context
897,7,creek,kr,anaptyxis,r,passage
898,7,creek,kr,na,na,context
899,7,cute,kj,none,e,passage
900,7,cute,kj,na,na,context
901,7,dreaming,dr,anaptyxis,p,passage
902,7,dreaming,dr,na,na,context
903,7,drink,dr,none,i,passage
904,7,drink,dr,na,na,context
905,7,dwarf,dw,none,e,passage
906,7,dwarf,dw,na,na,context
907,7,dwayne,dw,na,na,passage
908,7,dwayne,dw,na,na,context
909,7,flickering,fl,anaptyxis,t,passage
910,7,flickering,fl,na,na,context
911,7,flock,fl,na,e,passage
912,7,flock,fl,na,na,context
913,7,floor,fl,anaptyxis,i,passage
914,7,floor,fl,na,na,context
915,7,fly,fl,anaptyxis,s,passage
916,7,fly,fl,na,na,context
917,7,flying,fl,anaptyxis,s,passage
918,7,flying,fl,na,na,context
919,7,freaks,fr,anaptyxis,i,passage
920,7,freaks,fr,na,na,context
921,7,gloves,gl,anaptyxis,l,passage
922,7,gloves,gl,na,na,context
923,7,grabs,gr,anaptyxis,d,passage
924,7,grabs,gr,na,na,context
925,7,ground,gr,anaptyxis,e,passage
926,7,ground,gr,na,na,context
927,7,place,pl,prothesis,u,passage
928,7,place,pl,na,na,context
929,7,please,pl,anaptyxis,na,passage
930,7,please,pl,na,na,context
931,7,plethora,pl,anaptyxis,e,passage
932,7,plethora,pl,na,na,context
933,7,quacks,kw,none,d,passage
934,7,quacks,kw,na,na,context
935,7,queen,kw,none,e,passage
936,7,queen,kw,na,na,context
937,7,quickly,kw,none,r,passage
938,7,quickly,kw,na,na,context
939,7,scarlett,sk,prothesis,k,passage
940,7,scarlett,sk,na,na,context
941,7,scoop,sk,prothesis,n,passage
942,7,scoop,sk,na,na,context
943,7,skeptical,sk,prothesis,z,passage
944,7,skeptical,sk,na,na,context
945,7,skin,sk,prothesis,z,passage
946,7,skin,sk,na,na,context
947,7,skip,sk,prothesis,n,passage
948,7,skip,sk,na,na,context
949,7,sleep,sl,prothesis,d,passage
950,7,sleep,sl,na,na,context
951,7,slips,sl,prothesis,u,passage
952,7,slips,sl,na,na,context
953,7,sloth,sl,prothesis,l,passage
954,7,sloth,sl,na,na,context
955,7,slouched,sl,none,z,passage
956,7,slouched,sl,na,na,context
957,7,slow,sl,prothesis,t,passage
958,7,slow,sl,na,na,context
959,7,slugs,sl,prothesis,i,passage
960,7,slugs,sl,na,na,context
961,7,smacked,sm,prothesis,t,passage
962,7,smacked,sm,na,na,context
963,7,small,sm,prothesis,s,passage
964,7,small,sm,prothesis,r,passage
965,7,small,sm,na,na,context
966,7,small,sm,na,na,context
967,7,smelling,sm,prothesis,z,passage
968,7,smelling,sm,na,na,context
969,7,smiles,sm,prothesis,p,passage
970,7,smiles,sm,na,na,context
971,7,smith,sm,none,na,passage
972,7,smith,sm,na,na,context
973,7,smog,sm,none,k,passage
974,7,smog,sm,na,na,context
975,7,snag,sn,prothesis,d,passage
976,7,snag,sn,na,na,context
977,7,snaps,sn,prothesis,n,passage
978,7,snaps,sn,na,na,context
979,7,snatch,sn,prothesis,n,passage
980,7,snatch,sn,na,na,context
981,7,sniffs,sn,prothesis,o,passage
982,7,sniffs,sn,na,na,context
983,7,snips,sn,none,i,passage
984,7,snips,sn,na,na,context
985,7,snoops,sn,prothesis,d,passage
986,7,snoops,sn,na,na,context
987,7,snow,sn,prothesis,e,passage
988,7,snow,sn,na,na,context
989,7,spark,sp,prothesis,g,passage
990,7,spark,sp,na,na,context
991,7,speed,sp,prothesis,l,passage
992,7,speed,sp,na,na,context
993,7,spreading,sp,prothesis,l,passage
994,7,spreading,sp,na,na,context
995,7,start,st,prothesis,d,passage
996,7,start,st,na,na,context
997,7,starts,st,prothesis,s,passage
998,7,starts,st,prothesis,d,passage
999,7,starts,st,na,na,context
1000,7,steps,st,prothesis,n,passage
1001,7,steps,st,na,na,context
1002,7,stop,st,prothesis,t,passage
1003,7,stop,st,na,na,context
1004,7,swats,sw,none,d,passage
1005,7,swats,sw,na,na,context
1006,7,sweeping,sw,anaptyxis,z,passage
1007,7,sweeping,sw,na,na,context
1008,7,sweeps,sw,none,d,passage
1009,7,sweeps,sw,na,na,context
1010,7,swim,sw,none,d,passage
1011,7,swim,sw,na,na,context
1012,7,swoon,sw,none,n,passage
1013,7,swoon,sw,na,na,context
1014,7,thrashing,θr,anaptyxis,z,passage
1015,7,thrashing,θr,na,na,context
1016,7,thread,θr,anaptyxis,r,passage
1017,7,thread,θr,na,na,context
1018,7,three,θr,anaptyxis,m,passage
1019,7,three,θr,na,na,context
1020,7,throttle,θr,none,z,passage
1021,7,throttle,θr,na,na,context
1022,7,trot,tr,none,z,passage
1023,7,trot,tr,na,na,context
1024,7,tweaking,tw,none,n,passage
1025,7,tweaking,tw,na,na,context
1026,7,twin,tw,anaptyxis,r,passage
1027,7,twin,tw,na,na,context
1028,7,twitches,tw,anaptyxis,n,passage
1029,7,twitches,tw,na,na,context
1030,8,beautiful,bj,na,r,passage
1031,8,beautiful,bj,none,na,context
1032,8,breeze,br,na,e,passage
1033,8,breeze,br,anaptyxis,na,context
1034,8,bring,br,na,r,passage
1035,8,bring,br,anaptyxis,na,context
1036,8,brings,br,na,r,passage
1037,8,brings,br,anaptyxis,na,context
1038,8,brother,br,na,n,passage
1039,8,brother,br,anaptyxis,na,context
1040,8,bugle,bj,na,f,passage
1041,8,bugle,bj,na,na,context
1042,8,clean,kl,na,n,passage
1043,8,clean,kl,anaptyxis,na,context
1044,8,creek,kr,na,r,passage
1045,8,creek,kr,anaptyxis,na,context
1046,8,cute,kj,na,e,passage
1047,8,cute,kj,none,na,context
1048,8,dreaming,dr,na,p,passage
1049,8,dreaming,dr,anaptyxis,na,context
1050,8,drink,dr,na,i,passage
1051,8,drink,dr,anaptyxis,na,context
1052,8,dwarf,dw,na,e,passage
1053,8,dwarf,dw,na,na,context
1054,8,dwayne,dw,na,na,passage
1055,8,dwayne,dw,na,na,context
1056,8,flickering,fl,na,t,passage
1057,8,flickering,fl,anaptyxis,na,context
1058,8,flock,fl,na,e,passage
1059,8,flock,fl,anaptyxis,na,context
1060,8,floor,fl,na,i,passage
1061,8,floor,fl,anaptyxis,na,context
1062,8,fly,fl,na,s,passage
1063,8,fly,fl,anaptyxis,na,context
1064,8,flying,fl,na,s,passage
1065,8,flying,fl,anaptyxis,na,context
1066,8,freaks,fr,na,i,passage
1067,8,freaks,fr,anaptyxis,na,context
1068,8,gloves,gl,na,l,passage
1069,8,gloves,gl,anaptyxis,na,context
1070,8,grabs,gr,na,d,passage
1071,8,grabs,gr,anaptyxis,na,context
1072,8,ground,gr,na,e,passage
1073,8,ground,gr,anaptyxis,na,context
1074,8,place,pl,na,u,passage
1075,8,place,pl,anaptyxis,na,context
1076,8,please,pl,na,na,passage
1077,8,please,pl,anaptyxis,na,context
1078,8,plethora,pl,na,e,passage
1079,8,plethora,pl,anaptyxis,na,context
1080,8,quacks,kw,na,d,passage
1081,8,quacks,kw,anaptyxis,na,context
1082,8,queen,kw,na,e,passage
1083,8,queen,kw,none,na,context
1084,8,quickly,kw,na,r,passage
1085,8,quickly,kw,none,na,context
1086,8,scarlett,sk,na,k,passage
1087,8,scarlett,sk,prothesis,na,context
1088,8,scoop,sk,na,n,passage
1089,8,scoop,sk,prothesis,na,context
1090,8,skeptical,sk,na,z,passage
1091,8,skeptical,sk,prothesis,na,context
1092,8,skin,sk,na,z,passage
1093,8,skin,sk,prothesis,na,context
1094,8,skip,sk,na,n,passage
1095,8,skip,sk,prothesis,na,context
1096,8,sleep,sl,na,d,passage
1097,8,sleep,sl,prothesis,na,context
1098,8,slips,sl,na,u,passage
1099,8,slips,sl,prothesis,na,context
1100,8,sloth,sl,na,l,passage
1101,8,sloth,sl,prothesis,na,context
1102,8,slouched,sl,na,z,passage
1103,8,slouched,sl,prothesis,na,context
1104,8,slow,sl,na,t,passage
1105,8,slow,sl,prothesis,na,context
1106,8,slugs,sl,na,i,passage
1107,8,slugs,sl,prothesis,na,context
1108,8,smacked,sm,na,t,passage
1109,8,smacked,sm,prothesis,na,context
1110,8,small,sm,na,s,passage
1111,8,small,sm,na,r,passage
1112,8,small,sm,prothesis,na,context
1113,8,small,sm,prothesis,na,context
1114,8,smelling,sm,na,z,passage
1115,8,smelling,sm,prothesis,na,context
1116,8,smiles,sm,na,p,passage
1117,8,smiles,sm,prothesis,na,context
1118,8,smith,sm,na,na,passage
1119,8,smith,sm,prothesis,na,context
1120,8,smog,sm,na,k,passage
1121,8,smog,sm,prothesis,na,context
1122,8,snag,sn,na,d,passage
1123,8,snag,sn,prothesis,na,context
1124,8,snaps,sn,na,n,passage
1125,8,snaps,sn,prothesis,na,context
1126,8,snatch,sn,na,n,passage
1127,8,snatch,sn,prothesis,na,context
1128,8,sniffs,sn,na,o,passage
1129,8,sniffs,sn,prothesis,na,context
1130,8,snips,sn,na,i,passage
1131,8,snips,sn,prothesis,na,context
1132,8,snoops,sn,na,d,passage
1133,8,snoops,sn,prothesis,na,context
1134,8,snow,sn,na,e,passage
1135,8,snow,sn,prothesis,na,context
1136,8,spark,sp,na,g,passage
1137,8,spark,sp,prothesis,na,context
1138,8,speed,sp,na,l,passage
1139,8,speed,sp,prothesis,na,context
1140,8,spreading,sp,na,l,passage
1141,8,spreading,sp,prothesis,na,context
1142,8,start,st,na,d,passage
1143,8,start,st,prothesis,na,context
1144,8,starts,st,na,s,passage
1145,8,starts,st,na,d,passage
1146,8,starts,st,prothesis,na,context
1147,8,steps,st,na,n,passage
1148,8,steps,st,prothesis,na,context
1149,8,stop,st,na,t,passage
1150,8,stop,st,prothesis,na,context
1151,8,swats,sw,na,d,passage
1152,8,swats,sw,none,na,context
1153,8,sweeping,sw,na,z,passage
1154,8,sweeping,sw,none,na,context
1155,8,sweeps,sw,na,d,passage
1156,8,sweeps,sw,none,na,context
1157,8,swim,sw,na,d,passage
1158,8,swim,sw,none,na,context
1159,8,swoon,sw,na,n,passage
1160,8,swoon,sw,none,na,context
1161,8,thrashing,θr,na,z,passage
1162,8,thrashing,θr,anaptyxis,na,context
1163,8,thread,θr,na,r,passage
1164,8,thread,θr,anaptyxis,na,context
1165,8,three,θr,na,m,passage
1166,8,three,θr,anaptyxis,na,context
1167,8,throttle,θr,na,z,passage
1168,8,throttle,θr,anaptyxis,na,context
1169,8,trot,tr,na,z,passage
1170,8,trot,tr,anaptyxis,na,context
1171,8,tweaking,tw,na,n,passage
1172,8,tweaking,tw,anaptyxis,na,context
1173,8,twin,tw,na,r,passage
1174,8,twin,tw,none,na,context
1175,8,twitches,tw,na,n,passage
1176,8,twitches,tw,none,na,context
1177,9,beautiful,bj,none,r,passage
1178,9,beautiful,bj,none,na,context
1179,9,breeze,br,none,e,passage
1180,9,breeze,br,none,na,context
1181,9,bring,br,none,r,passage
1182,9,bring,br,none,na,context
1183,9,brings,br,none,r,passage
1184,9,brings,br,none,na,context
1185,9,brother,br,none,n,passage
1186,9,brother,br,none,na,context
1187,9,bugle,bj,na,f,passage
1188,9,bugle,bj,none,na,context
1189,9,clean,kl,none,n,passage
1190,9,clean,kl,none,na,context
1191,9,creek,kr,none,r,passage
1192,9,creek,kr,none,na,context
1193,9,cute,kj,none,e,passage
1194,9,cute,kj,none,na,context
1195,9,dreaming,dr,none,p,passage
1196,9,dreaming,dr,none,na,context
1197,9,drink,dr,none,i,passage
1198,9,drink,dr,none,na,context
1199,9,dwarf,dw,none,e,passage
1200,9,dwarf,dw,none,na,context
1201,9,dwayne,dw,na,na,passage
1202,9,dwayne,dw,na,na,context
1203,9,flickering,fl,none,t,passage
1204,9,flickering,fl,none,na,context
1205,9,flock,fl,none,e,passage
1206,9,flock,fl,none,na,context
1207,9,floor,fl,none,i,passage
1208,9,floor,fl,none,na,context
1209,9,fly,fl,none,s,passage
1210,9,fly,fl,none,na,context
1211,9,flying,fl,none,s,passage
1212,9,flying,fl,none,na,context
1213,9,freaks,fr,none,i,passage
1214,9,freaks,fr,none,na,context
1215,9,gloves,gl,none,l,passage
1216,9,gloves,gl,none,na,context
1217,9,grabs,gr,none,d,passage
1218,9,grabs,gr,none,na,context
1219,9,ground,gr,none,e,passage
1220,9,ground,gr,none,na,context
1221,9,place,pl,none,u,passage
1222,9,place,pl,none,na,context
1223,9,please,pl,none,na,passage
1224,9,please,pl,none,na,context
1225,9,plethora,pl,none,e,passage
1226,9,plethora,pl,none,na,context
1227,9,quacks,kw,none,d,passage
1228,9,quacks,kw,none,na,context
1229,9,queen,kw,none,e,passage
1230,9,queen,kw,none,na,context
1231,9,quickly,kw,none,r,passage
1232,9,quickly,kw,none,na,context
1233,9,scarlett,sk,prothesis,k,passage
1234,9,scarlett,sk,prothesis,na,context
1235,9,scoop,sk,none,n,passage
1236,9,scoop,sk,prothesis,na,context
1237,9,skeptical,sk,prothesis,z,passage
1238,9,skeptical,sk,none,na,context
1239,9,skin,sk,prothesis,z,passage
1240,9,skin,sk,none,na,context
1241,9,skip,sk,prothesis,n,passage
1242,9,skip,sk,none,na,context
1243,9,sleep,sl,none,d,passage
1244,9,sleep,sl,none,na,context
1245,9,slips,sl,prothesis,u,passage
1246,9,slips,sl,none,na,context
1247,9,sloth,sl,none,l,passage
1248,9,sloth,sl,none,na,context
1249,9,slouched,sl,prothesis,z,passage
1250,9,slouched,sl,prothesis,na,context
1251,9,slow,sl,prothesis,t,passage
1252,9,slow,sl,none,na,context
1253,9,slugs,sl,prothesis,i,passage
1254,9,slugs,sl,none,na,context
1255,9,smacked,sm,none,t,passage
1256,9,smacked,sm,prothesis,na,context
1257,9,small,sm,none,s,passage
1258,9,small,sm,none,r,passage
1259,9,small,sm,none,na,context
1260,9,small,sm,none,na,context
1261,9,smelling,sm,prothesis,z,passage
1262,9,smelling,sm,none,na,context
1263,9,smiles,sm,none,p,passage
1264,9,smiles,sm,none,na,context
1265,9,smith,sm,prothesis,na,passage
1266,9,smith,sm,none,na,context
1267,9,smog,sm,none,k,passage
1268,9,smog,sm,none,na,context
1269,9,snag,sn,prothesis,d,passage
1270,9,snag,sn,prothesis,na,context
1271,9,snaps,sn,prothesis,n,passage
1272,9,snaps,sn,none,na,context
1273,9,snatch,sn,prothesis,n,passage
1274,9,snatch,sn,none,na,context
1275,9,sniffs,sn,prothesis,o,passage
1276,9,sniffs,sn,none,na,context
1277,9,snips,sn,prothesis,i,passage
1278,9,snips,sn,none,na,context
1279,9,snoops,sn,prothesis,d,passage
1280,9,snoops,sn,none,na,context
1281,9,snow,sn,none,e,passage
1282,9,snow,sn,none,na,context
1283,9,spark,sp,none,g,passage
1284,9,spark,sp,prothesis,na,context
1285,9,speed,sp,prothesis,l,passage
1286,9,speed,sp,prothesis,na,context
1287,9,spreading,sp,prothesis,l,passage
1288,9,spreading,sp,none,na,context
1289,9,start,st,prothesis,d,passage
1290,9,start,st,none,na,context
1291,9,starts,st,prothesis,s,passage
1292,9,starts,st,none,d,passage
1293,9,starts,st,prothesis,na,context
1294,9,steps,st,none,n,passage
1295,9,steps,st,none,na,context
1296,9,stop,st,prothesis,t,passage
1297,9,stop,st,none,na,context
1298,9,swats,sw,none,d,passage
1299,9,swats,sw,none,na,context
1300,9,sweeping,sw,none,z,passage
1301,9,sweeping,sw,prothesis,na,context
1302,9,sweeps,sw,none,d,passage
1303,9,sweeps,sw,none,na,context
1304,9,swim,sw,none,d,passage
1305,9,swim,sw,none,na,context
1306,9,swoon,sw,none,n,passage
1307,9,swoon,sw,none,na,context
1308,9,thrashing,θr,none,z,passage
1309,9,thrashing,θr,none,na,context
1310,9,thread,θr,none,r,passage
1311,9,thread,θr,none,na,context
1312,9,three,θr,none,m,passage
1313,9,three,θr,none,na,context
1314,9,throttle,θr,none,z,passage
1315,9,throttle,θr,none,na,context
1316,9,trot,tr,none,z,passage
1317,9,trot,tr,none,na,context
1318,9,tweaking,tw,none,n,passage
1319,9,tweaking,tw,none,na,context
1320,9,twin,tw,none,r,passage
1321,9,twin,tw,none,na,context
1322,9,twitches,tw,none,n,passage
1323,9,twitches,tw,none,na,context
1324,10,beautiful,bj,none,r,passage
1325,10,beautiful,bj,none,na,context
1326,10,breeze,br,none,e,passage
1327,10,breeze,br,none,na,context
1328,10,bring,br,none,r,passage
1329,10,bring,br,none,na,context
1330,10,brings,br,none,r,passage
1331,10,brings,br,none,na,context
1332,10,brother,br,none,n,passage
1333,10,brother,br,none,na,context
1334,10,bugle,bj,none,f,passage
1335,10,bugle,bj,none,na,context
1336,10,clean,kl,none,n,passage
1337,10,clean,kl,none,na,context
1338,10,creek,kr,none,r,passage
1339,10,creek,kr,none,na,context
1340,10,cute,kj,none,e,passage
1341,10,cute,kj,none,na,context
1342,10,dreaming,dr,none,p,passage
1343,10,dreaming,dr,none,na,context
1344,10,drink,dr,none,i,passage
1345,10,drink,dr,none,na,context
1346,10,dwarf,dw,none,e,passage
1347,10,dwarf,dw,none,na,context
1348,10,dwayne,dw,none,na,passage
1349,10,dwayne,dw,none,na,context
1350,10,flickering,fl,none,t,passage
1351,10,flickering,fl,none,na,context
1352,10,flock,fl,none,e,passage
1353,10,flock,fl,none,na,context
1354,10,floor,fl,none,i,passage
1355,10,floor,fl,none,na,context
1356,10,fly,fl,none,s,passage
1357,10,fly,fl,none,na,context
1358,10,flying,fl,none,s,passage
1359,10,flying,fl,none,na,context
1360,10,freaks,fr,none,i,passage
1361,10,freaks,fr,none,na,context
1362,10,gloves,gl,none,l,passage
1363,10,gloves,gl,none,na,context
1364,10,grabs,gr,none,d,passage
1365,10,grabs,gr,none,na,context
1366,10,ground,gr,none,e,passage
1367,10,ground,gr,none,na,context
1368,10,place,pl,none,u,passage
1369,10,place,pl,none,na,context
1370,10,please,pl,none,na,passage
1371,10,please,pl,none,na,context
1372,10,plethora,pl,none,e,passage
1373,10,plethora,pl,none,na,context
1374,10,quacks,kw,none,d,passage
1375,10,quacks,kw,none,na,context
1376,10,queen,kw,none,e,passage
1377,10,queen,kw,none,na,context
1378,10,quickly,kw,none,r,passage
1379,10,quickly,kw,none,na,context
1380,10,scarlett,sk,none,k,passage
1381,10,scarlett,sk,none,na,context
1382,10,scoop,sk,none,n,passage
1383,10,scoop,sk,none,na,context
1384,10,skeptical,sk,none,z,passage
1385,10,skeptical,sk,none,na,context
1386,10,skin,sk,none,z,passage
1387,10,skin,sk,none,na,context
1388,10,skip,sk,none,n,passage
1389,10,skip,sk,none,na,context
1390,10,sleep,sl,none,d,passage
1391,10,sleep,sl,none,na,context
1392,10,slips,sl,none,u,passage
1393,10,slips,sl,none,na,context
1394,10,sloth,sl,none,l,passage
1395,10,sloth,sl,none,na,context
1396,10,slouched,sl,none,z,passage
1397,10,slouched,sl,none,na,context
1398,10,slow,sl,none,t,passage
1399,10,slow,sl,none,na,context
1400,10,slugs,sl,none,i,passage
1401,10,slugs,sl,none,na,context
1402,10,smacked,sm,none,t,passage
1403,10,smacked,sm,none,na,context
1404,10,small,sm,none,s,passage
1405,10,small,sm,none,r,passage
1406,10,small,sm,none,na,context
1407,10,small,sm,none,na,context
1408,10,smelling,sm,none,z,passage
1409,10,smelling,sm,none,na,context
1410,10,smiles,sm,none,p,passage
1411,10,smiles,sm,none,na,context
1412,10,smith,sm,none,na,passage
1413,10,smith,sm,none,na,context
1414,10,smog,sm,none,k,passage
1415,10,smog,sm,none,na,context
1416,10,snag,sn,none,d,passage
1417,10,snag,sn,none,na,context
1418,10,snaps,sn,none,n,passage
1419,10,snaps,sn,none,na,context
1420,10,snatch,sn,none,n,passage
1421,10,snatch,sn,none,na,context
1422,10,sniffs,sn,none,o,passage
1423,10,sniffs,sn,none,na,context
1424,10,snips,sn,none,i,passage
1425,10,snips,sn,none,na,context
1426,10,snoops,sn,none,d,passage
