,participant,word,onset,ep_type,last_sound,context
1427,10,snoops,sn,none,na,context
1428,10,snow,sn,none,e,passage
1429,10,snow,sn,none,na,context
1430,10,spark,sp,none,g,passage
1431,10,spark,sp,none,na,context
1432,10,speed,sp,none,l,passage
1433,10,speed,sp,none,na,context
1434,10,spreading,sp,none,l,passage
1435,10,spreading,sp,none,na,context
1436,10,start,st,none,d,passage
1437,10,start,st,none,na,context
1438,10,starts,st,none,s,passage
1439,10,starts,st,none,d,passage
1440,10,starts,st,none,na,context
1441,10,steps,st,none,n,passage
1442,10,steps,st,none,na,context
1443,10,stop,st,none,t,passage
1444,10,stop,st,none,na,context
1445,10,swats,sw,none,d,passage
1446,10,swats,sw,none,na,context
1447,10,sweeping,sw,none,z,passage
1448,10,sweeping,sw,none,na,context
1449,10,sweeps,sw,none,d,passage
1450,10,sweeps,sw,none,na,context
1451,10,swim,sw,none,d,passage
1452,10,swim,sw,none,na,context
1453,10,swoon,sw,none,n,passage
1454,10,swoon,sw,none,na,context
1455,10,thrashing,θr,none,z,passage
1456,10,thrashing,θr,none,na,context
1457,10,thread,θr,none,r,passage
1458,10,thread,θr,none,na,context
1459,10,three,θr,none,m,passage
1460,10,three,θr,none,na,context
1461,10,throttle,θr,none,z,passage
1462,10,throttle,θr,none,na,context
1463,10,trot,tr,none,z,passage
1464,10,trot,tr,none,na,context
1465,10,tweaking,tw,none,n,passage
1466,10,tweaking,tw,none,na,context
1467,10,twin,tw,none,r,passage
1468,10,twin,tw,none,na,context
1469,10,twitches,tw,none,n,passage
1470,10,twitches,tw,none,na,context
1471,13,beautiful,bj,none,r,passage
1472,13,beautiful,bj,none,na,context
1473,13,breeze,br,none,e,passage
1474,13,breeze,br,none,na,context
1475,13,bring,br,none,r,passage
1476,13,bring,br,none,na,context
1477,13,brings,br,none,r,passage
1478,13,brings,br,none,na,context
1479,13,brother,br,none,n,passage
1480,13,brother,br,none,na,context
1481,13,bugle,bj,none,f,passage
1482,13,bugle,bj,none,na,context
1483,13,clean,kl,none,n,passage
1484,13,clean,kl,none,na,context
1485,13,creek,kr,none,r,passage
1486,13,creek,kr,none,na,context
1487,13,cute,kj,none,e,passage
1488,13,cute,kj,none,na,context
1489,13,dreaming,dr,none,p,passage
1490,13,dreaming,dr,none,na,context
1491,13,drink,dr,none,i,passage
1492,13,drink,dr,none,na,context
1493,13,dwarf,dw,none,e,passage
1494,13,dwarf,dw,none,na,context
1495,13,dwayne,dw,none,na,passage
1496,13,dwayne,dw,none,na,context
1497,13,flickering,fl,none,t,passage
1498,13,flickering,fl,none,na,context
1499,13,flock,fl,none,e,passage
1500,13,flock,fl,none,na,context
1501,13,floor,fl,none,i,passage
1502,13,floor,fl,none,na,context
1503,13,fly,fl,none,s,passage
1504,13,fly,fl,none,na,context
1505,13,flying,fl,none,s,passage
1506,13,flying,fl,none,na,context
1507,13,freaks,fr,none,i,passage
1508,13,freaks,fr,none,na,context
1509,13,gloves,gl,none,l,passage
1510,13,gloves,gl,none,na,context
1511,13,grabs,gr,none,d,passage
1512,13,grabs,gr,none,na,context
1513,13,ground,gr,none,e,passage
1514,13,ground,gr,none,na,context
1515,13,place,pl,none,u,passage
1516,13,place,pl,none,na,context
1517,13,please,pl,none,na,passage
1518,13,please,pl,none,na,context
1519,13,plethora,pl,none,e,passage
1520,13,plethora,pl,none,na,context
1521,13,quacks,kw,none,d,passage
1522,13,quacks,kw,none,na,context
1523,13,queen,kw,none,e,passage
1524,13,queen,kw,none,na,context
1525,13,quickly,kw,none,r,passage
1526,13,quickly,kw,none,na,context
1527,13,scarlett,sk,none,k,passage
1528,13,scarlett,sk,none,na,context
1529,13,scoop,sk,none,n,passage
1530,13,scoop,sk,none,na,context
1531,13,skeptical,sk,none,z,passage
1532,13,skeptical,sk,none,na,context
1533,13,skin,sk,none,z,passage
1534,13,skin,sk,none,na,context
1535,13,skip,sk,none,n,passage
1536,13,skip,sk,none,na,context
1537,13,sleep,sl,none,d,passage
1538,13,sleep,sl,none,na,context
1539,13,slips,sl,none,u,passage
1540,13,slips,sl,none,na,context
1541,13,sloth,sl,none,l,passage
1542,13,sloth,sl,none,na,context
1543,13,slouched,sl,none,z,passage
1544,13,slouched,sl,none,na,context
1545,13,slow,sl,none,t,passage
1546,13,slow,sl,none,na,context
1547,13,slugs,sl,none,i,passage
1548,13,slugs,sl,none,na,context
1549,13,smacked,sm,none,t,passage
1550,13,smacked,sm,none,na,context
1551,13,small,sm,none,s,passage
1552,13,small,sm,none,r,passage
1553,13,small,sm,none,na,context
1554,13,small,sm,none,na,context
1555,13,smelling,sm,none,z,passage
1556,13,smelling,sm,none,na,context
1557,13,smiles,sm,none,p,passage
1558,13,smiles,sm,none,na,context
1559,13,smith,sm,none,na,passage
1560,13,smith,sm,none,na,context
1561,13,smog,sm,none,k,passage
1562,13,smog,sm,none,na,context
1563,13,snag,sn,none,d,passage
1564,13,snag,sn,none,na,context
1565,13,snaps,sn,none,n,passage
1566,13,snaps,sn,none,na,context
1567,13,snatch,sn,none,n,passage
1568,13,snatch,sn,none,na,context
1569,13,sniffs,sn,none,o,passage
1570,13,sniffs,sn,none,na,context
1571,13,snips,sn,none,i,passage
1572,13,snips,sn,none,na,context
1573,13,snoops,sn,none,d,passage
1574,13,snoops,sn,none,na,context
1575,13,snow,sn,none,e,passage
1576,13,snow,sn,none,na,context
1577,13,spark,sp,none,g,passage
1578,13,spark,sp,none,na,context
1579,13,speed,sp,none,l,passage
1580,13,speed,sp,none,na,context
1581,13,spreading,sp,none,l,passage
1582,13,spreading,sp,none,na,context
1583,13,start,st,none,d,passage
1584,13,start,st,none,na,context
1585,13,starts,st,none,s,passage
1586,13,starts,st,none,d,passage
1587,13,starts,st,none,na,context
1588,13,steps,st,none,n,passage
1589,13,steps,st,none,na,context
1590,13,stop,st,none,t,passage
1591,13,stop,st,none,na,context
1592,13,swats,sw,none,d,passage
1593,13,swats,sw,none,na,context
1594,13,sweeping,sw,none,z,passage
1595,13,sweeping,sw,none,na,context
1596,13,sweeps,sw,none,d,passage
1597,13,sweeps,sw,none,na,context
1598,13,swim,sw,none,d,passage
1599,13,swim,sw,none,na,context
1600,13,swoon,sw,none,n,passage
1601,13,swoon,sw,none,na,context
1602,13,thrashing,θr,none,z,passage
1603,13,thrashing,θr,none,na,context
1604,13,thread,θr,none,r,passage
1605,13,thread,θr,none,na,context
1606,13,three,θr,none,m,passage
1607,13,three,θr,none,na,context
1608,13,throttle,θr,none,z,passage
1609,13,throttle,θr,none,na,context
1610,13,trot,tr,none,z,passage
1611,13,trot,tr,none,na,context
1612,13,tweaking,tw,none,n,passage
1613,13,tweaking,tw,none,na,context
1614,13,twin,tw,none,r,passage
1615,13,twin,tw,none,na,context
1616,13,twitches,tw,none,n,passage
1617,13,twitches,tw,none,na,context
1618,14,beautiful,bj,none,r,passage
1619,14,beautiful,bj,na,na,context
1620,14,breeze,br,none,e,passage
1621,14,breeze,br,na,na,context
1622,14,bring,br,none,r,passage
1623,14,bring,br,na,na,context
1624,14,brings,br,none,r,passage
1625,14,brings,br,na,na,context
1626,14,brother,br,none,n,passage
1627,14,brother,br,na,na,context
1628,14,bugle,bj,na,f,passage
1629,14,bugle,bj,na,na,context
1630,14,clean,kl,none,n,passage
1631,14,clean,kl,na,na,context
1632,14,creek,kr,none,r,passage
1633,14,creek,kr,na,na,context
1634,14,cute,kj,none,e,passage
1635,14,cute,kj,na,na,context
1636,14,dreaming,dr,none,p,passage
1637,14,dreaming,dr,na,na,context
1638,14,drink,dr,none,i,passage
1639,14,drink,dr,na,na,context
1640,14,dwarf,dw,none,e,passage
1641,14,dwarf,dw,na,na,context
1642,14,dwayne,dw,none,na,passage
1643,14,dwayne,dw,na,na,context
1644,14,flickering,fl,none,t,passage
1645,14,flickering,fl,na,na,context
1646,14,flock,fl,none,e,passage
1647,14,flock,fl,na,na,context
1648,14,floor,fl,none,i,passage
1649,14,floor,fl,na,na,context
1650,14,fly,fl,none,s,passage
1651,14,fly,fl,na,na,context
1652,14,flying,fl,none,s,passage
1653,14,flying,fl,na,na,context
1654,14,freaks,fr,none,i,passage
1655,14,freaks,fr,na,na,context
1656,14,gloves,gl,none,l,passage
1657,14,gloves,gl,na,na,context
1658,14,grabs,gr,none,d,passage
1659,14,grabs,gr,na,na,context
1660,14,ground,gr,none,e,passage
1661,14,ground,gr,na,na,context
1662,14,place,pl,none,u,passage
1663,14,place,pl,na,na,context
1664,14,please,pl,none,na,passage
1665,14,please,pl,na,na,context
1666,14,plethora,pl,none,e,passage
1667,14,plethora,pl,na,na,context
1668,14,quacks,kw,none,d,passage
1669,14,quacks,kw,na,na,context
1670,14,queen,kw,none,e,passage
1671,14,queen,kw,na,na,context
1672,14,quickly,kw,none,r,passage
1673,14,quickly,kw,na,na,context
1674,14,scarlett,sk,none,k,passage
1675,14,scarlett,sk,na,na,context
1676,14,scoop,sk,none,n,passage
1677,14,scoop,sk,na,na,context
1678,14,skeptical,sk,none,z,passage
1679,14,skeptical,sk,na,na,context
1680,14,skin,sk,none,z,passage
1681,14,skin,sk,na,na,context
1682,14,skip,sk,none,n,passage
1683,14,skip,sk,na,na,context
1684,14,sleep,sl,none,d,passage
1685,14,sleep,sl,na,na,context
1686,14,slips,sl,none,u,passage
1687,14,slips,sl,na,na,context
1688,14,sloth,sl,none,l,passage
1689,14,sloth,sl,na,na,context
1690,14,slouched,sl,none,z,passage
1691,14,slouched,sl,na,na,context
1692,14,slow,sl,none,t,passage
1693,14,slow,sl,na,na,context
1694,14,slugs,sl,none,i,passage
1695,14,slugs,sl,na,na,context
1696,14,smacked,sm,none,t,passage
1697,14,smacked,sm,na,na,context
1698,14,small,sm,none,s,passage
1699,14,small,sm,none,r,passage
1700,14,small,sm,na,na,context
1701,14,small,sm,na,na,context
1702,14,smelling,sm,none,z,passage
1703,14,smelling,sm,na,na,context
1704,14,smiles,sm,none,p,passage
1705,14,smiles,sm,na,na,context
1706,14,smith,sm,none,na,passage
1707,14,smith,sm,na,na,context
1708,14,smog,sm,none,k,passage
1709,14,smog,sm,na,na,context
1710,14,snag,sn,none,d,passage
1711,14,snag,sn,na,na,context
1712,14,snaps,sn,none,n,passage
1713,14,snaps,sn,na,na,context
1714,14,snatch,sn,none,n,passage
1715,14,snatch,sn,na,na,context
1716,14,sniffs,sn,none,o,passage
1717,14,sniffs,sn,na,na,context
1718,14,snips,sn,none,i,passage
1719,14,snips,sn,na,na,context
1720,14,snoops,sn,none,d,passage
1721,14,snoops,sn,na,na,context
1722,14,snow,sn,none,e,passage
1723,14,snow,sn,na,na,context
1724,14,spark,sp,none,g,passage
1725,14,spark,sp,na,na,context
1726,14,speed,sp,none,l,passage
1727,14,speed,sp,na,na,context
1728,14,spreading,sp,none,l,passage
1729,14,spreading,sp,na,na,context
1730,14,start,st,none,d,passage
1731,14,start,st,na,na,context
1732,14,starts,st,none,s,passage
1733,14,starts,st,none,d,passage
1734,14,starts,st,na,na,context
1735,14,steps,st,none,n,passage
1736,14,steps,st,na,na,context
1737,14,stop,st,none,t,passage
1738,14,stop,st,na,na,context
1739,14,swats,sw,none,d,passage
1740,14,swats,sw,na,na,context
1741,14,sweeping,sw,none,z,passage
1742,14,sweeping,sw,na,na,context
1743,14,sweeps,sw,none,d,passage
1744,14,sweeps,sw,na,na,context
1745,14,swim,sw,none,d,passage
1746,14,swim,sw,na,na,context
1747,14,swoon,sw,none,n,passage
1748,14,swoon,sw,na,na,context
1749,14,thrashing,θr,none,z,passage
1750,14,thrashing,θr,na,na,context
1751,14,thread,θr,none,r,passage
1752,14,thread,θr,na,na,context
1753,14,three,θr,none,m,passage
1754,14,three,θr,na,na,context
1755,14,throttle,θr,none,z,passage
1756,14,throttle,θr,na,na,context
1757,14,trot,tr,none,z,passage
1758,14,trot,tr,na,na,context
1759,14,tweaking,tw,none,n,passage
1760,14,tweaking,tw,na,na,context
1761,14,twin,tw,none,r,passage
1762,14,twin,tw,na,na,context
1763,14,twitches,tw,none,n,passage
1764,14,twitches,tw,na,na,context
1765,15,beautiful,bj,none,r,passage
1766,15,beautiful,bj,none,na,context
1767,15,breeze,br,none,e,passage
1768,15,breeze,br,none,na,context
1769,15,bring,br,none,r,passage
1770,15,bring,br,none,na,context
1771,15,brings,br,none,r,passage
1772,15,brings,br,none,na,context
1773,15,brother,br,none,n,passage
1774,15,brother,br,none,na,context
1775,15,bugle,bj,na,f,passage
1776,15,bugle,bj,na,na,context
1777,15,clean,kl,none,n,passage
1778,15,clean,kl,none,na,context
1779,15,creek,kr,none,r,passage
1780,15,creek,kr,none,na,context
1781,15,cute,kj,none,e,passage
1782,15,cute,kj,none,na,context
1783,15,dreaming,dr,none,p,passage
1784,15,dreaming,dr,none,na,context
1785,15,drink,dr,none,i,passage
1786,15,drink,dr,none,na,context
1787,15,dwarf,dw,none,e,passage
1788,15,dwarf,dw,none,na,context
1789,15,dwayne,dw,none,na,passage
1790,15,dwayne,dw,none,na,context
1791,15,flickering,fl,none,t,passage
1792,15,flickering,fl,none,na,context
1793,15,flock,fl,none,e,passage
1794,15,flock,fl,none,na,context
1795,15,floor,fl,none,i,passage
1796,15,floor,fl,none,na,context
1797,15,fly,fl,none,s,passage
1798,15,fly,fl,none,na,context
1799,15,flying,fl,none,s,passage
1800,15,flying,fl,none,na,context
1801,15,freaks,fr,none,i,passage
1802,15,freaks,fr,none,na,context
1803,15,gloves,gl,none,l,passage
1804,15,gloves,gl,none,na,context
1805,15,grabs,gr,none,d,passage
1806,15,grabs,gr,none,na,context
1807,15,ground,gr,none,e,passage
1808,15,ground,gr,none,na,context
1809,15,place,pl,none,u,passage
1810,15,place,pl,none,na,context
1811,15,please,pl,none,na,passage
1812,15,please,pl,none,na,context
1813,15,plethora,pl,none,e,passage
1814,15,plethora,pl,none,na,context
1815,15,quacks,kw,none,d,passage
1816,15,quacks,kw,none,na,context
1817,15,queen,kw,none,e,passage
1818,15,queen,kw,none,na,context
1819,15,quickly,kw,none,r,passage
1820,15,quickly,kw,none,na,context
1821,15,scarlett,sk,none,k,passage
1822,15,scarlett,sk,none,na,context
1823,15,scoop,sk,none,n,passage
1824,15,scoop,sk,none,na,context
1825,15,skeptical,sk,prothesis,z,passage
1826,15,skeptical,sk,prothesis,na,context
1827,15,skin,sk,none,z,passage
1828,15,skin,sk,none,na,context
1829,15,skip,sk,none,n,passage
1830,15,skip,sk,none,na,context
1831,15,sleep,sl,none,d,passage
1832,15,sleep,sl,none,na,context
1833,15,slips,sl,none,u,passage
1834,15,slips,sl,none,na,context
1835,15,sloth,sl,none,l,passage
1836,15,sloth,sl,none,na,context
1837,15,slouched,sl,none,z,passage
1838,15,slouched,sl,none,na,context
1839,15,slow,sl,prothesis,t,passage
1840,15,slow,sl,none,na,context
1841,15,slugs,sl,prothesis,i,passage
1842,15,slugs,sl,none,na,context
1843,15,smacked,sm,none,t,passage
1844,15,smacked,sm,none,na,context
1845,15,small,sm,none,s,passage
1846,15,small,sm,none,r,passage
1847,15,small,sm,none,na,context
1848,15,small,sm,none,na,context
1849,15,smelling,sm,none,z,passage
1850,15,smelling,sm,none,na,context
1851,15,smiles,sm,prothesis,p,passage
1852,15,smiles,sm,none,na,context
1853,15,smith,sm,none,na,passage
1854,15,smith,sm,none,na,context
1855,15,smog,sm,none,k,passage
1856,15,smog,sm,none,na,context
1857,15,snag,sn,none,d,passage
1858,15,snag,sn,none,na,context
1859,15,snaps,sn,prothesis,n,passage
1860,15,snaps,sn,prothesis,na,context
1861,15,snatch,sn,none,n,passage
1862,15,snatch,sn,none,na,context
1863,15,sniffs,sn,prothesis,o,passage
1864,15,sniffs,sn,none,na,context
1865,15,snips,sn,none,i,passage
1866,15,snips,sn,none,na,context
1867,15,snoops,sn,prothesis,d,passage
1868,15,snoops,sn,prothesis,na,context
1869,15,snow,sn,none,e,passage
1870,15,snow,sn,none,na,context
1871,15,spark,sp,none,g,passage
1872,15,spark,sp,prothesis,na,context
1873,15,speed,sp,none,l,passage
1874,15,speed,sp,none,na,context
1875,15,spreading,sp,none,l,passage
1876,15,spreading,sp,none,na,context
1877,15,start,st,none,d,passage
1878,15,start,st,none,na,context
1879,15,starts,st,none,s,passage
1880,15,starts,st,prothesis,d,passage
1881,15,starts,st,none,na,context
1882,15,steps,st,none,n,passage
1883,15,steps,st,none,na,context
1884,15,stop,st,none,t,passage
1885,15,stop,st,none,na,context
1886,15,swats,sw,none,d,passage
1887,15,swats,sw,none,na,context
1888,15,sweeping,sw,none,z,passage
1889,15,sweeping,sw,none,na,context
1890,15,sweeps,sw,none,d,passage
1891,15,sweeps,sw,none,na,context
1892,15,swim,sw,none,d,passage
1893,15,swim,sw,none,na,context
1894,15,swoon,sw,none,n,passage
1895,15,swoon,sw,none,na,context
1896,15,thrashing,θr,none,z,passage
1897,15,thrashing,θr,none,na,context
1898,15,thread,θr,none,r,passage
1899,15,thread,θr,none,na,context
1900,15,three,θr,none,m,passage
1901,15,three,θr,none,na,context
1902,15,throttle,θr,na,z,passage
1903,15,throttle,θr,none,na,context
1904,15,trot,tr,none,z,passage
1905,15,trot,tr,none,na,context
1906,15,tweaking,tw,none,n,passage
1907,15,tweaking,tw,none,na,context
1908,15,twin,tw,none,r,passage
1909,15,twin,tw,none,na,context
1910,15,twitches,tw,none,n,passage
1911,15,twitches,tw,none,na,context
1912,16,beautiful,bj,none,r,passage
1913,16,beautiful,bj,none,na,context
1914,16,breeze,br,none,e,passage
1915,16,breeze,br,none,na,context
1916,16,bring,br,none,r,passage
1917,16,bring,br,none,na,context
1918,16,brings,br,none,r,passage
1919,16,brings,br,none,na,context
1920,16,brother,br,none,n,passage
1921,16,brother,br,none,na,context
1922,16,bugle,bj,na,f,passage
1923,16,bugle,bj,none,na,context
1924,16,clean,kl,none,n,passage
1925,16,clean,kl,none,na,context
1926,16,creek,kr,none,r,passage
1927,16,creek,kr,none,na,context
1928,16,cute,kj,none,e,passage
1929,16,cute,kj,none,na,context
1930,16,dreaming,dr,none,p,passage
1931,16,dreaming,dr,none,na,context
1932,16,drink,dr,none,i,passage
1933,16,drink,dr,none,na,context
1934,16,dwarf,dw,na,e,passage
1935,16,dwarf,dw,na,na,context
1936,16,dwayne,dw,none,na,passage
1937,16,dwayne,dw,na,na,context
1938,16,flickering,fl,none,t,passage
1939,16,flickering,fl,none,na,context
1940,16,flock,fl,none,e,passage
1941,16,flock,fl,none,na,context
1942,16,floor,fl,none,i,passage
1943,16,floor,fl,none,na,context
1944,16,fly,fl,none,s,passage
1945,16,fly,fl,none,na,context
1946,16,flying,fl,none,s,passage
1947,16,flying,fl,none,na,context
1948,16,freaks,fr,none,i,passage
1949,16,freaks,fr,none,na,context
1950,16,gloves,gl,none,l,passage
1951,16,gloves,gl,none,na,context
1952,16,grabs,gr,none,d,passage
1953,16,grabs,gr,none,na,context
1954,16,ground,gr,none,e,passage
1955,16,ground,gr,none,na,context
1956,16,place,pl,none,u,passage
1957,16,place,pl,none,na,context
1958,16,please,pl,none,na,passage
1959,16,please,pl,none,na,context
1960,16,plethora,pl,none,e,passage
1961,16,plethora,pl,none,na,context
1962,16,quacks,kw,none,d,passage
1963,16,quacks,kw,none,na,context
1964,16,queen,kw,none,e,passage
1965,16,queen,kw,none,na,context
1966,16,quickly,kw,none,r,passage
1967,16,quickly,kw,none,na,context
1968,16,scarlett,sk,none,k,passage
1969,16,scarlett,sk,none,na,context
1970,16,scoop,sk,none,n,passage
1971,16,scoop,sk,none,na,context
1972,16,skeptical,sk,none,z,passage
1973,16,skeptical,sk,none,na,context
1974,16,skin,sk,none,z,passage
1975,16,skin,sk,none,na,context
1976,16,skip,sk,none,n,passage
1977,16,skip,sk,none,na,context
1978,16,sleep,sl,none,d,passage
1979,16,sleep,sl,none,na,context
1980,16,slips,sl,none,u,passage
1981,16,slips,sl,none,na,context
1982,16,sloth,sl,none,l,passage
1983,16,sloth,sl,none,na,context
1984,16,slouched,sl,none,z,passage
1985,16,slouched,sl,none,na,context
1986,16,slow,sl,none,t,passage
1987,16,slow,sl,none,na,context
1988,16,slugs,sl,none,i,passage
1989,16,slugs,sl,none,na,context
1990,16,smacked,sm,none,t,passage
1991,16,smacked,sm,none,na,context
1992,16,small,sm,none,s,passage
1993,16,small,sm,none,r,passage
1994,16,small,sm,none,na,context
1995,16,small,sm,none,na,context
1996,16,smelling,sm,none,z,passage
1997,16,smelling,sm,none,na,context
1998,16,smiles,sm,none,p,passage
1999,16,smiles,sm,none,na,context
2000,16,smith,sm,none,na,passage
2001,16,smith,sm,none,na,context
2002,16,smog,sm,none,k,passage
2003,16,smog,sm,none,na,context
2004,16,snag,sn,none,d,passage
2005,16,snag,sn,none,na,context
2006,16,snaps,sn,none,n,passage
2007,16,snaps,sn,none,na,context
2008,16,snatch,sn,none,n,passage
2009,16,snatch,sn,none,na,context
2010,16,sniffs,sn,none,o,passage
2011,16,sniffs,sn,none,na,context
2012,16,snips,sn,none,i,passage
2013,16,snips,sn,none,na,context
2014,16,snoops,sn,none,d,passage
2015,16,snoops,sn,none,na,context
2016,16,snow,sn,none,e,passage
2017,16,snow,sn,none,na,context
2018,16,spark,sp,none,g,passage
2019,16,spark,sp,none,na,context
2020,16,speed,sp,none,l,passage
2021,16,speed,sp,none,na,context
2022,16,spreading,sp,none,l,passage
2023,16,spreading,sp,none,na,context
2024,16,start,st,none,d,passage
2025,16,start,st,none,na,context
2026,16,starts,st,none,s,passage
2027,16,starts,st,none,d,passage
2028,16,starts,st,none,na,context
2029,16,steps,st,none,n,passage
2030,16,steps,st,none,na,context
2031,16,stop,st,none,t,passage
2032,16,stop,st,none,na,context
2033,16,swats,sw,none,d,passage
2034,16,swats,sw,none,na,context
2035,16,sweeping,sw,none,z,passage
2036,16,sweeping,sw,none,na,context
2037,16,sweeps,sw,none,d,passage
2038,16,sweeps,sw,none,na,context
2039,16,swim,sw,none,d,passage
2040,16,swim,sw,none,na,context
2041,16,swoon,sw,none,n,passage
2042,16,swoon,sw,none,na,context
2043,16,thrashing,θr,na,z,passage
2044,16,thrashing,θr,none,na,context
2045,16,thread,θr,none,r,passage
2046,16,thread,θr,none,na,context
2047,16,three,θr,none,m,passage
2048,16,three,θr,none,na,context
2049,16,throttle,θr,none,z,passage
2050,16,throttle,θr,none,na,context
2051,16,trot,tr,none,z,passage
2052,16,trot,tr,none,na,context
2053,16,tweaking,tw,none,n,passage
2054,16,tweaking,tw,none,na,context
2055,16,twin,tw,none,r,passage
2056,16,twin,tw,none,na,context
2057,16,twitches,tw,none,n,passage
2058,16,twitches,tw,none,na,context
2059,17,beautiful,bj,none,r,passage
2060,17,beautiful,bj,none,na,context
2061,17,breeze,br,none,e,passage
2062,17,breeze,br,none,na,context
2063,17,bring,br,none,r,passage
2064,17,bring,br,none,na,context
2065,17,brings,br,none,r,passage
2066,17,brings,br,none,na,context
2067,17,brother,br,none,n,passage
2068,17,brother,br,none,na,context
2069,17,bugle,bj,na,f,passage
2070,17,bugle,bj,na,na,context
2071,17,clean,kl,none,n,passage
2072,17,clean,kl,none,na,context
2073,17,creek,kr,none,r,passage
2074,17,creek,kr,none,na,context
2075,17,cute,kj,none,e,passage
2076,17,cute,kj,none,na,context
2077,17,dreaming,dr,none,p,passage
2078,17,dreaming,dr,none,na,context
2079,17,drink,dr,none,i,passage
2080,17,drink,dr,none,na,context
2081,17,dwarf,dw,na,e,passage
2082,17,dwarf,dw,none,na,context
2083,17,dwayne,dw,none,na,passage
2084,17,dwayne,dw,none,na,context
2085,17,flickering,fl,none,t,passage
2086,17,flickering,fl,none,na,context
2087,17,flock,fl,none,e,passage
2088,17,flock,fl,none,na,context
2089,17,floor,fl,none,i,passage
2090,17,floor,fl,none,na,context
2091,17,fly,fl,none,s,passage
2092,17,fly,fl,none,na,context
2093,17,flying,fl,none,s,passage
2094,17,flying,fl,none,na,context
2095,17,freaks,fr,none,i,passage
2096,17,freaks,fr,none,na,context
2097,17,gloves,gl,none,l,passage
2098,17,gloves,gl,none,na,context
2099,17,grabs,gr,none,d,passage
2100,17,grabs,gr,none,na,context
2101,17,ground,gr,none,e,passage
2102,17,ground,gr,none,na,context
2103,17,place,pl,none,u,passage
2104,17,place,pl,none,na,context
2105,17,please,pl,none,na,passage
2106,17,please,pl,none,na,context
2107,17,plethora,pl,none,e,passage
2108,17,plethora,pl,none,na,context
2109,17,quacks,kw,none,d,passage
2110,17,quacks,kw,none,na,context
2111,17,queen,kw,none,e,passage
2112,17,queen,kw,none,na,context
